N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+17 300 3.800E-4 3.630172E+1 1.828860E+1 6.081700E-1 8.283760E+1
1.468000E+10 1.000E+17 300 3.800E-4 3.626134E+1 1.826600E+1 6.081060E-1 8.283640E+1
2.154000E+10 1.000E+17 300 3.800E-4 3.620332E+1 1.823370E+1 6.080130E-1 8.283480E+1
3.162000E+10 1.000E+17 300 3.800E-4 3.612077E+1 1.818760E+1 6.078810E-1 8.283250E+1
4.642000E+10 1.000E+17 300 3.800E-4 3.600485E+1 1.812300E+1 6.076940E-1 8.282930E+1
6.813000E+10 1.000E+17 300 3.800E-4 3.584500E+1 1.803380E+1 6.074340E-1 8.282460E+1
1.000000E+11 1.000E+17 300 3.800E-4 3.562981E+1 1.791370E+1 6.070800E-1 8.281820E+1
1.468000E+11 1.000E+17 300 3.800E-4 3.534885E+1 1.775690E+1 6.066120E-1 8.280940E+1
2.154000E+11 1.000E+17 300 3.800E-4 3.499526E+1 1.755930E+1 6.060100E-1 8.279770E+1
3.162000E+11 1.000E+17 300 3.800E-4 3.456792E+1 1.732020E+1 6.052620E-1 8.278210E+1
4.642000E+11 1.000E+17 300 3.800E-4 3.407183E+1 1.703510E+1 6.043620E-1 8.272780E+1
6.813000E+11 1.000E+17 300 3.800E-4 3.351570E+1 1.672260E+1 6.033050E-1 8.270230E+1
1.000000E+12 1.000E+17 300 3.800E-4 3.290807E+1 1.638040E+1 6.020860E-1 8.267310E+1
1.468000E+12 1.000E+17 300 3.800E-4 3.225462E+1 1.601160E+1 6.006920E-1 8.263990E+1
2.154000E+12 1.000E+17 300 3.800E-4 3.155780E+1 1.561710E+1 5.990540E-1 8.260900E+1
3.162000E+12 1.000E+17 300 3.800E-4 3.081808E+1 1.519710E+1 5.971710E-1 8.257670E+1
4.642000E+12 1.000E+17 300 3.800E-4 3.003524E+1 1.475130E+1 5.950720E-1 8.253350E+1
6.813000E+12 1.000E+17 300 3.800E-4 2.920918E+1 1.427330E+1 5.927400E-1 8.244080E+1
1.000000E+13 1.000E+17 300 3.800E-4 2.834031E+1 1.377740E+1 5.901570E-1 8.237490E+1
1.468000E+13 1.000E+17 300 3.800E-4 2.742980E+1 1.325830E+1 5.871600E-1 8.232060E+1
2.154000E+13 1.000E+17 300 3.800E-4 2.647975E+1 1.271690E+1 5.839160E-1 8.224670E+1
3.162000E+13 1.000E+17 300 3.800E-4 2.549320E+1 1.215030E+1 5.804180E-1 8.211510E+1
4.642000E+13 1.000E+17 300 3.800E-4 2.447422E+1 1.157400E+1 5.764770E-1 8.203390E+1
6.813000E+13 1.000E+17 300 3.800E-4 2.342787E+1 1.097940E+1 5.723080E-1 8.188710E+1
1.000000E+14 1.000E+17 300 3.800E-4 2.236016E+1 1.038170E+1 5.677920E-1 8.177200E+1
