N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.647300000E-05 1.348200000E-05 1.158200000E-05 1.033100000E-05
1.600000000E+01 1.037140000E-04 9.964300000E-05 9.755300000E-05 9.625900000E-05
1.700000000E+01 3.365350000E-04 3.359290000E-04 3.352960000E-04 3.370890000E-04
1.549996187E+01 4.832600000E-05 4.742300000E-05 4.746800000E-05 4.808000000E-05
1.649996187E+01 1.869280000E-04 1.840220000E-04 1.820870000E-04 1.818600000E-04
1.674996808E+01 2.496410000E-04 2.479030000E-04 2.470800000E-04 2.464710000E-04
1.624993176E+01 1.411580000E-04 1.367970000E-04 1.347170000E-04 1.335210000E-04
1.574996808E+01 7.336100000E-05 7.061900000E-05 6.906900000E-05 6.814700000E-05
1.524993176E+01 1.954100000E-05 2.191500000E-05 2.509400000E-05 2.845000000E-05
