fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 36166 294.41 39.381 1.000000000E+00 1.979023088E+00 2.271800572E-12 1.000000000E+20 4.854386877E+00 4.586150367E-05 2.423923150E-03 5.550000000E+02 2.422923150E-03 4.389922151E-04 5.903226424E-04 3.311382918E-01 1.782479252E-03 1.158572616E-01 
00L2 36294 300.15 38.628 1.000000000E+00 1.841434797E+00 5.371260322E-12 1.000000000E+20 4.435097222E+00 3.825917335E-05 2.407048000E-03 4.690898913E-01 2.406048000E-03 5.129830866E-01 5.789797944E-04 3.264064036E-01 1.773873173E-03 2.074134129E-01 
00L3 36416 301.88 38.407 1.000000000E+00 1.935707961E+00 8.574249737E-12 1.000000000E+20 4.701987324E+00 4.847687840E-05 2.407130463E-03 4.658297314E-01 2.406130463E-03 5.130580555E-01 5.750596374E-04 3.262273776E-01 1.762888430E-03 3.512197837E-01 
00L4 36534 304.88 38.029 1.000000000E+00 1.765348459E+00 1.527352192E-11 1.000000000E+20 4.965216390E+00 5.925908686E-05 2.407134851E-03 4.592478076E-01 2.406134851E-03 5.135280165E-01 5.674547002E-04 3.270080374E-01 1.735070548E-03 1.967524154E-01 
00L5 36658 306.61 37.814 1.000000000E+00 1.744027529E+00 1.894801226E-11 1.000000000E+20 4.723619385E+00 5.325067455E-05 2.401353360E-03 4.543999756E-01 2.400353360E-03 5.202224129E-01 5.674172547E-04 3.242551941E-01 1.749932702E-03 9.624418780E-02 
00L6 36774 310.24 37.372 1.000000000E+00 1.650376920E+00 3.423453251E-11 1.000000000E+20 4.781052988E+00 5.944610621E-05 2.401713019E-03 4.458076218E-01 2.400713019E-03 5.196193316E-01 5.561257914E-04 3.196669791E-01 1.739724186E-03 1.032443328E-01 
00L7 36902 311.25 37.25 1.000000000E+00 1.602843565E+00 3.811649325E-11 1.000000000E+20 4.766532659E+00 5.949018894E-05 2.396966137E-03 4.448215160E-01 2.395966137E-03 5.182008565E-01 5.522867040E-04 3.173282767E-01 1.740468733E-03 1.503767380E-01 
00L8 37020 314.04 36.92 1.000000000E+00 1.191824484E+00 3.714346163E-11 1.000000000E+20 4.734384502E+00 6.307479661E-05 2.395236917E-03 4.363257819E-01 2.394236917E-03 5.253771114E-01 5.488442856E-04 3.133735063E-01 1.751557416E-03 2.726610678E-01 
00L9 37134 316.27 36.659 1.000000000E+00 1.720351578E+00 9.255385553E-11 1.000000000E+20 4.722016382E+00 6.306160754E-05 2.391160872E-03 4.311907092E-01 2.390160872E-03 5.276557414E-01 5.438100071E-04 3.101154069E-01 1.753417002E-03 6.671015568E-02 
0L10 37252 317.4 36.529 1.000000000E+00 1.805104776E+00 1.170522121E-10 1.000000000E+20 4.939483000E+00 7.267772777E-05 2.396718698E-03 4.306096542E-01 2.395718698E-03 5.267156681E-01 5.433702069E-04 3.100999221E-01 1.752366159E-03 7.836953940E-02 
0L11 37372 318.85 36.363 1.000000000E+00 1.671879263E+00 1.361222677E-10 1.000000000E+20 4.649120638E+00 6.426007171E-05 2.390648438E-03 4.245816085E-01 2.389648438E-03 5.324326136E-01 5.402065437E-04 3.104882253E-01 1.739434431E-03 5.888054861E-02 
0L12 37494 318.76 36.373 1.000000000E+00 1.690985544E+00 1.359501129E-10 1.000000000E+20 5.000000000E+00 7.646496265E-05 2.395635523E-03 4.281128747E-01 2.394635523E-03 5.264753684E-01 5.397290161E-04 3.091785705E-01 1.745543920E-03 7.512659170E-02 
0L13 37612 318.35 36.42 1.000000000E+00 1.696889573E+00 1.262297636E-10 1.000000000E+20 4.840091573E+00 6.988121844E-05 2.395066589E-03 4.282559751E-01 2.394066589E-03 5.281845472E-01 5.415335251E-04 3.074588643E-01 1.761497145E-03 6.440340238E-02 
0L14 37732 318.23 36.433 1.000000000E+00 1.714714527E+00 1.224946892E-10 1.000000000E+20 4.732010268E+00 6.539797278E-05 2.390437734E-03 4.304562975E-01 2.389437734E-03 5.256477838E-01 5.406542501E-04 3.093754675E-01 1.747375220E-03 9.151654257E-02 
0L15 37852 319.65 36.272 1.000000000E+00 1.656761407E+00 1.520128980E-10 1.000000000E+20 4.840563431E+00 7.047361170E-05 2.393158026E-03 4.266202238E-01 2.392158026E-03 5.278427264E-01 5.386861956E-04 3.092010084E-01 1.742009625E-03 8.858972453E-02 
0L16 37972 320.68 36.155 1.000000000E+00 1.734199707E+00 1.850036909E-10 1.000000000E+20 4.912185605E+00 7.442634627E-05 2.392681398E-03 4.236486763E-01 2.391681398E-03 5.290809076E-01 5.360820545E-04 3.093564585E-01 1.732904850E-03 1.471697503E-01 
0L17 38102 320.44 36.182 1.000000000E+00 1.689630992E+00 1.743650885E-10 1.000000000E+20 4.808868002E+00 7.034063618E-05 2.389190833E-03 4.245569256E-01 2.388190833E-03 5.316345416E-01 5.390364668E-04 3.096303053E-01 1.740822174E-03 1.503539017E-01 
0L18 38212 320.17 36.213 1.000000000E+00 1.627406799E+00 1.591044804E-10 1.000000000E+20 4.882620467E+00 7.308255472E-05 2.391273502E-03 4.259125812E-01 2.390273502E-03 5.307851456E-01 5.403645208E-04 3.101961203E-01 1.742189496E-03 9.128486244E-02 
0L19 38334 320.1 36.221 1.000000000E+00 1.662718226E+00 1.600684656E-10 1.000000000E+20 4.807735178E+00 7.028189030E-05 2.393328988E-03 4.253087286E-01 2.392328988E-03 5.302487529E-01 5.395166528E-04 3.092956999E-01 1.744257971E-03 9.693001632E-02 
0L20 38456 320.13 36.217 1.000000000E+00 1.684975316E+00 1.625423094E-10 1.000000000E+20 4.855976356E+00 7.235498916E-05 2.392284014E-03 4.251969961E-01 2.391284014E-03 5.245917863E-01 5.333875011E-04 3.056761846E-01 1.744803093E-03 9.946085951E-02 
0L21 38572 320.12 36.218 1.000000000E+00 1.610112054E+00 1.511577148E-10 1.000000000E+20 4.686074959E+00 6.611886581E-05 2.393804565E-03 4.249971138E-01 2.392804565E-03 5.283295689E-01 5.372768481E-04 3.064456337E-01 1.753233657E-03 8.334134554E-02 
0L22 38692 320.1 36.221 1.000000000E+00 1.633068179E+00 1.585749122E-10 1.000000000E+20 4.758981635E+00 6.841853455E-05 2.391483524E-03 4.252842314E-01 2.390483524E-03 5.299508473E-01 5.387665522E-04 3.048655652E-01 1.767296014E-03 9.655211289E-02 
0L23 39034 320.25 36.204 1.000000000E+00 1.476857245E+00 1.416877559E-10 1.000000000E+20 4.751794991E+00 7.123910967E-05 2.525071184E-03 4.279027979E-01 2.524071184E-03 5.313687054E-01 5.739085545E-04 3.073859392E-01 1.867140517E-03 5.130486025E-02 
0L24 39174 314.15 36.907 1.000000000E+00 1.576193565E+00 5.102675024E-11 1.000000000E+20 4.711658584E+00 5.976643451E-05 2.528400888E-03 4.450233698E-01 2.527400888E-03 5.268921401E-01 5.926232306E-04 3.211451735E-01 1.845363331E-03 1.171867840E-01 
0L25 39284 317.07 36.567 1.000000000E+00 1.524654589E+00 8.510904216E-11 1.000000000E+20 4.782579723E+00 6.747612492E-05 2.524654870E-03 4.372327045E-01 2.523654870E-03 5.207920943E-01 5.746547273E-04 3.274265420E-01 1.749649195E-03 7.222165859E-02 
0L26 39410 319.71 36.265 1.000000000E+00 1.598864698E+00 1.459152589E-10 1.000000000E+20 5.000000000E+00 7.775044097E-05 2.521571654E-03 4.304186530E-01 2.520571654E-03 5.331036463E-01 5.783647089E-04 3.143993337E-01 1.839557199E-03 6.646173414E-02 
0L27 39522 319.69 36.267 1.000000000E+00 1.611017249E+00 1.433554339E-10 1.000000000E+20 4.486241091E+00 5.942223335E-05 2.517903346E-03 4.345155202E-01 2.516903346E-03 5.295368466E-01 5.791192702E-04 3.120549492E-01 1.855234894E-03 1.538956879E-01 
0L28 39650 319.32 36.309 1.000000000E+00 1.515667091E+00 1.240033829E-10 1.000000000E+20 4.542750472E+00 6.077978720E-05 2.511594134E-03 4.311634521E-01 2.510594134E-03 5.926277459E-01 6.415055691E-04 3.137306807E-01 2.027629012E-03 8.584193105E-02 
0L29 39764 319.37 36.303 1.000000000E+00 1.712577457E+00 1.481655124E-10 1.000000000E+20 4.577014591E+00 6.258805885E-05 2.515629224E-03 5.550000000E+02 2.514629224E-03 4.177821910E-04 5.830648553E-04 3.156925210E-01 1.842925986E-03 2.282939692E-01 
0L30 39880 319.56 36.282 1.000000000E+00 1.627517203E+00 1.425274318E-10 1.000000000E+20 4.659238508E+00 6.504866866E-05 2.514376862E-03 4.285195318E-01 2.513376862E-03 5.360951254E-01 5.773911098E-04 3.143796739E-01 1.836641957E-03 7.162208112E-02 
0L31 40000 319.69 36.267 1.000000000E+00 1.529902216E+00 1.394646511E-10 1.000000000E+20 4.869948578E+00 7.308117451E-05 2.514002179E-03 4.312226231E-01 2.513002179E-03 5.293064106E-01 5.735899801E-04 3.109362808E-01 1.844606908E-03 8.512881668E-02 
