N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.182920164E+00 1.176946255E+00 1.170738079E+00 1.163495013E+00
1.600000000E+01 1.251555613E+00 1.248321329E+00 1.245698268E+00 1.242223233E+00
1.700000000E+01 1.318415832E+00 1.313393310E+00 1.309125529E+00 1.306972333E+00
1.549996187E+01 1.227227815E+00 1.223084469E+00 1.220911641E+00 1.218514074E+00
1.649996187E+01 1.279859174E+00 1.275661320E+00 1.272786694E+00 1.270203572E+00
1.674996808E+01 1.297758708E+00 1.292050328E+00 1.289387795E+00 1.286823705E+00
1.624993176E+01 1.264468119E+00 1.261329640E+00 1.258425688E+00 1.255903551E+00
1.574996808E+01 1.239395387E+00 1.236389518E+00 1.232882135E+00 1.230842234E+00
1.524993176E+01 1.211654954E+00 1.207708067E+00 1.204367961E+00 1.201245347E+00
