N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.183824391E+00 1.178417509E+00 1.172950150E+00 1.166632337E+00
1.600000000E+01 1.251851897E+00 1.248723799E+00 1.246221663E+00 1.242883039E+00
1.700000000E+01 1.319119337E+00 1.314319557E+00 1.310282515E+00 1.308358544E+00
1.549996187E+01 1.227488411E+00 1.223464544E+00 1.221439554E+00 1.219220983E+00
1.649996187E+01 1.280313251E+00 1.276270282E+00 1.273562322E+00 1.271157043E+00
1.674996808E+01 1.298330459E+00 1.292813099E+00 1.290351677E+00 1.287996878E+00
1.624993176E+01 1.264830610E+00 1.261817461E+00 1.259051749E+00 1.256681925E+00
1.574996808E+01 1.239651839E+00 1.236745925E+00 1.233357034E+00 1.231454698E+00
1.524993176E+01 1.212039765E+00 1.208308764E+00 1.205247045E+00 1.202470160E+00
