N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.042824772E+00 1.044488635E+00 1.045648641E+00 1.046391836E+00 1.046785670E+00 1.046869985E+00 1.046654310E+00 1.046117972E+00 1.045212899E+00 1.043871642E+00 1.042026035E+00 1.039643672E+00 1.036786203E+00 1.033678668E+00 1.030748699E+00 1.028566952E+00 1.027651672E+00 1.028235978E+00 1.030215409E+00
1.600000000E+01 1.201143870E+00 1.206301892E+00 1.210169767E+00 1.213183591E+00 1.215715334E+00 1.218087811E+00 1.220593072E+00 1.223504607E+00 1.227074035E+00 1.231502893E+00 1.236885624E+00 1.243138631E+00 1.249962159E+00 1.256897826E+00 1.263492653E+00 1.269472750E+00 1.274796427E+00 1.279572031E+00 1.283945785E+00
1.700000000E+01 1.236071736E+00 1.261063089E+00 1.281430766E+00 1.297394818E+00 1.309604492E+00 1.318844190E+00 1.325853170E+00 1.331253028E+00 1.335542794E+00 1.339121211E+00 1.342308336E+00 1.345355928E+00 1.348449303E+00 1.351708021E+00 1.355192871E+00 1.358920673E+00 1.362883518E+00 1.367066800E+00 1.371461056E+00
1.549996187E+01 1.009756078E+00 1.010390933E+00 1.010875853E+00 1.011231707E+00 1.011483230E+00 1.011653661E+00 1.011762628E+00 1.011826501E+00 1.011860680E+00 1.011883871E+00 1.011924613E+00 1.012029730E+00 1.012272187E+00 1.035795844E+00 1.073781601E+00 1.106538357E+00 1.132348737E+00 1.151903348E+00 1.166932541E+00
1.649996187E+01 1.247534530E+00 1.260963584E+00 1.271129220E+00 1.278701434E+00 1.284313278E+00 1.288504965E+00 1.291718285E+00 1.294310721E+00 1.296571822E+00 1.298734449E+00 1.300977901E+00 1.303424698E+00 1.306136429E+00 1.309117675E+00 1.312332071E+00 1.315726095E+00 1.319250601E+00 1.322874375E+00 1.326589385E+00
1.674996808E+01 1.246381983E+00 1.265273500E+00 1.280029292E+00 1.291254949E+00 1.299675835E+00 1.305976154E+00 1.310735888E+00 1.314426187E+00 1.317427242E+00 1.320046676E+00 1.322529967E+00 1.325062891E+00 1.327769796E+00 1.330714833E+00 1.333911500E+00 1.337340757E+00 1.340972082E+00 1.344780678E+00 1.348756909E+00
1.624993176E+01 1.238134745E+00 1.247116934E+00 1.253779341E+00 1.258705397E+00 1.262397376E+00 1.265270200E+00 1.267664176E+00 1.269860636E+00 1.272092899E+00 1.274546588E+00 1.277347737E+00 1.280543715E+00 1.284093085E+00 1.287883470E+00 1.291779595E+00 1.295674587E+00 1.299513120E+00 1.303284022E+00 1.307004243E+00
1.574996808E+01 1.092420476E+00 1.093905154E+00 1.095370880E+00 1.097069686E+00 1.099263339E+00 1.102251179E+00 1.106392876E+00 1.112115839E+00 1.119889340E+00 1.130139164E+00 1.143078414E+00 1.158468711E+00 1.175425664E+00 1.192488680E+00 1.208099352E+00 1.221256806E+00 1.231827375E+00 1.240292464E+00 1.247278842E+00
1.524993176E+01 1.017963628E+00 1.018800427E+00 1.019399016E+00 1.019798654E+00 1.020033305E+00 1.020126675E+00 1.020090799E+00 1.019926988E+00 1.019629126E+00 1.019190516E+00 1.018616344E+00 1.017943013E+00 1.017261045E+00 1.016728852E+00 1.016557502E+00 1.016955800E+00 1.018062608E+00 1.019917676E+00 1.022493601E+00
