N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.042976291E+00 1.043965062E+00 1.044514944E+00 1.044672401E+00 1.044451814E+00 1.043833897E+00 1.042769556E+00 1.041191963E+00 1.039042729E+00 1.036318702E+00 1.033138429E+00 1.029805617E+00 1.026812704E+00 1.024718875E+00 1.023915452E+00 1.024449910E+00 1.026097776E+00 1.028601669E+00 1.031829986E+00
1.600000000E+01 1.167580787E+00 1.172543627E+00 1.176747462E+00 1.180673425E+00 1.184773286E+00 1.189468339E+00 1.195129800E+00 1.202023140E+00 1.210214418E+00 1.219474464E+00 1.229263785E+00 1.238878182E+00 1.247717689E+00 1.255494293E+00 1.262229766E+00 1.268102732E+00 1.273309403E+00 1.278010836E+00 1.282334661E+00
1.700000000E+01 1.215259635E+00 1.242320640E+00 1.265074943E+00 1.283346086E+00 1.297576424E+00 1.308507457E+00 1.316937129E+00 1.323587556E+00 1.329053299E+00 1.333789970E+00 1.338119845E+00 1.342247671E+00 1.346287815E+00 1.350299115E+00 1.354317248E+00 1.358375916E+00 1.362514249E+00 1.366774109E+00 1.371193216E+00
1.549996187E+01 1.008428015E+00 1.008796044E+00 1.009055410E+00 1.009223613E+00 1.009316645E+00 1.009347963E+00 1.009330134E+00 1.009279065E+00 1.009220766E+00 1.009199448E+00 1.009283275E+00 1.009561691E+00 1.020253085E+00 1.058011879E+00 1.087816309E+00 1.110901953E+00 1.129274839E+00 1.144447487E+00 1.157257321E+00
1.649996187E+01 1.231316855E+00 1.245619777E+00 1.256621872E+00 1.264980534E+00 1.271375769E+00 1.276423054E+00 1.280641411E+00 1.284444638E+00 1.288137080E+00 1.291908391E+00 1.295834752E+00 1.299897475E+00 1.304021069E+00 1.308118284E+00 1.312125622E+00 1.316020355E+00 1.319820104E+00 1.323570867E+00 1.327331168E+00
1.674996808E+01 1.227832554E+00 1.248372968E+00 1.264765801E+00 1.277457410E+00 1.287144465E+00 1.294566295E+00 1.300394846E+00 1.305192193E+00 1.309398529E+00 1.313330338E+00 1.317183376E+00 1.321047216E+00 1.324935202E+00 1.328824912E+00 1.332694854E+00 1.336545834E+00 1.340404544E+00 1.344315079E+00 1.348326442E+00
1.624993176E+01 1.218024150E+00 1.227129988E+00 1.234089867E+00 1.239517128E+00 1.243969303E+00 1.247926240E+00 1.251783357E+00 1.255840316E+00 1.260278171E+00 1.265135029E+00 1.270306651E+00 1.275595180E+00 1.280793085E+00 1.285753279E+00 1.290409959E+00 1.294761987E+00 1.298849496E+00 1.302736308E+00 1.306496548E+00
1.574996808E+01 1.027033048E+00 1.028798145E+00 1.031495504E+00 1.035498937E+00 1.041281557E+00 1.049416227E+00 1.060524642E+00 1.075134431E+00 1.093413944E+00 1.114826735E+00 1.137912907E+00 1.160532748E+00 1.180673813E+00 1.197305538E+00 1.210555873E+00 1.221182431E+00 1.229968408E+00 1.237450060E+00 1.243950703E+00
1.524993176E+01 1.017082780E+00 1.017571799E+00 1.017862444E+00 1.017977938E+00 1.017930445E+00 1.017720890E+00 1.017342610E+00 1.016789961E+00 1.016073567E+00 1.015241906E+00 1.014402231E+00 1.013724040E+00 1.013406491E+00 1.013613880E+00 1.014421913E+00 1.015819021E+00 1.017757204E+00 1.020206275E+00 1.023178934E+00
