fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 11:17:10 297.1 39.02 1.000E+000 7.620E-001 2.181E-006 3.520E+003 3.032E+000 6.098E-009 1.797E-003 
0002 11:19:52 297 39.04 1.000E+000 9.363E-001 1.748E-006 3.640E+003 3.058E+000 5.793E-009 1.646E-003 
0003 11:22:56 297 39.04 1.000E+000 9.034E-001 1.825E-006 3.641E+003 3.055E+000 5.827E-009 1.644E-003 
0004 11:25:54 297.1 39.02 1.000E+000 8.385E-001 2.024E-006 3.591E+003 3.038E+000 6.006E-009 1.711E-003 
0005 11:27:56 297.1 39.02 1.000E+000 8.592E-001 2.031E-006 3.576E+003 3.040E+000 5.988E-009 1.645E-003 
0008 11:35:42 297.1 39.02 1.000E+000 7.584E-001 2.252E-006 3.583E+003 3.040E+000 5.983E-009 1.728E-003 
0010 11:43:26 297.1 39.02 1.000E+000 6.718E-001 2.360E-006 3.558E+003 3.036E+000 6.039E-009 2.150E-003 
0011 11:48:20 297.1 39.02 1.000E+000 8.911E-001 1.989E-006 3.567E+003 3.033E+000 6.027E-009 1.633E-003 
0012 11:52:22 297.1 39.02 1.000E+000 9.002E-001 1.900E-006 3.590E+003 3.042E+000 5.968E-009 1.657E-003 
0013 11:55:36 297.1 39.02 1.000E+000 7.602E-001 2.314E-006 3.593E+003 3.039E+000 5.990E-009 1.822E-003 
0014 11:59:58 297.1 39.02 1.000E+000 7.871E-001 2.153E-006 3.604E+003 3.038E+000 5.982E-009 1.698E-003 
0016 12:08:26 297.1 39.02 1.000E+000 8.588E-001 2.024E-006 3.545E+003 3.029E+000 6.078E-009 1.877E-003 
0017 12:13:28 297.1 39.02 1.000E+000 9.022E-001 1.919E-006 3.659E+003 3.053E+000 5.848E-009 1.709E-003 
0018 12:18:32 297.1 39.02 1.000E+000 8.660E-001 2.064E-006 3.496E+003 3.016E+000 6.205E-009 1.843E-003 
0019 12:21:40 297 39.04 1.000E+000 8.919E-001 1.925E-006 3.643E+003 3.052E+000 5.844E-009 1.605E-003 
