fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 11:17:10 297.1 39.02 1.000E+000 8.500E-001 1.906E-006 3.550E+003 3.040E+000 6.034E-009 1.781E-003 
0002 11:19:52 297 39.04 1.000E+000 8.500E-001 2.008E-006 3.550E+003 3.036E+000 5.996E-009 1.707E-003 
0003 11:22:56 297 39.04 1.000E+000 8.500E-001 1.998E-006 3.550E+003 3.035E+000 5.999E-009 1.668E-003 
0004 11:25:54 297.1 39.02 1.000E+000 8.500E-001 1.992E-006 3.550E+003 3.033E+000 6.074E-009 1.696E-003 
0005 11:27:56 297.1 39.02 1.000E+000 8.500E-001 2.065E-006 3.550E+003 3.035E+000 6.037E-009 1.652E-003 
0008 11:35:42 297.1 39.02 1.000E+000 8.500E-001 2.018E-006 3.550E+003 3.035E+000 6.037E-009 1.734E-003 
0010 11:43:26 297.1 39.02 1.000E+000 8.500E-001 2.081E-006 3.550E+003 3.032E+000 6.058E-009 2.210E-003 
0011 11:48:20 297.1 39.02 1.000E+000 8.500E-001 2.114E-006 3.550E+003 3.029E+000 6.057E-009 1.650E-003 
0012 11:52:22 297.1 39.02 1.000E+000 8.500E-001 2.056E-006 3.550E+003 3.034E+000 6.039E-009 1.671E-003 
0013 11:55:36 297.1 39.02 1.000E+000 8.500E-001 2.030E-006 3.550E+003 3.033E+000 6.060E-009 1.846E-003 
0014 11:59:58 297.1 39.02 1.000E+000 8.500E-001 1.959E-006 3.550E+003 3.036E+000 6.014E-009 1.662E-003 
0016 12:08:26 297.1 39.02 1.000E+000 8.500E-001 2.043E-006 3.550E+003 3.029E+000 6.070E-009 1.867E-003 
0017 12:13:28 297.1 39.02 1.000E+000 8.500E-001 2.092E-006 3.550E+003 3.033E+000 6.041E-009 1.686E-003 
0018 12:18:32 297.1 39.02 1.000E+000 8.500E-001 2.099E-006 3.550E+003 3.028E+000 6.077E-009 1.833E-003 
0019 12:21:40 297 39.04 1.000E+000 8.500E-001 2.063E-006 3.550E+003 3.036E+000 5.992E-009 1.613E-003 
