N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 -2.447161000E-03 -1.754392700E-02 -4.987172600E-02 -1.114035090E-01 -1.666848940E-01 -1.397407380E-01 -7.670716400E-02 1.033268100E-02 1.857337900E-02 2.924854900E-02 4.233290600E-02
1.600000000E+01 3.390506300E-02 3.280768900E-02 3.201690600E-02 3.166634700E-02 3.059824100E-02 2.860842400E-02 2.513854000E-02 1.747810400E-02 3.107827000E-03 -2.192022200E-02 -6.506279000E-02
1.700000000E+01 8.156738700E-02 7.857441800E-02 7.691752300E-02 7.746647600E-02 7.890285000E-02 8.186209000E-02 8.736062400E-02 9.312157000E-02 9.944208000E-02 1.087221630E-01 1.167852430E-01
1.549996187E+01 2.104262700E-02 1.968462400E-02 1.703570300E-02 1.080912400E-02 -1.632876000E-03 -2.532456500E-02 -6.889213200E-02 -1.405933990E-01 -1.818238940E-01 -1.505102700E-01 -8.544893100E-02
1.649996187E+01 6.163792600E-02 5.912622800E-02 5.806843400E-02 5.736069600E-02 5.744433800E-02 5.888185200E-02 6.012250600E-02 6.146243800E-02 6.360462900E-02 6.378662600E-02 6.198263400E-02
1.674996808E+01 7.264577900E-02 6.986436100E-02 6.880474900E-02 6.835634000E-02 6.907510700E-02 7.171189800E-02 7.458054400E-02 7.811461500E-02 8.339081800E-02 8.765357400E-02 9.153735100E-02
1.624993176E+01 4.679253800E-02 4.491753700E-02 4.360026900E-02 4.330764400E-02 4.300666700E-02 4.277678900E-02 4.299229400E-02 4.158137800E-02 3.818032100E-02 3.206477200E-02 1.861733900E-02
1.574996808E+01 2.673487800E-02 2.648787100E-02 2.546532900E-02 2.359922400E-02 1.945789900E-02 1.251785500E-02 -1.207872000E-03 -2.725829900E-02 -7.154538500E-02 -1.434411940E-01 -1.903549510E-01
1.524993176E+01 1.252804300E-02 8.404436000E-03 -1.335642000E-03 -2.157497000E-02 -6.085737000E-02 -1.295891030E-01 -1.741469490E-01 -1.435455620E-01 -7.681132500E-02 9.484975000E-03 1.577821400E-02
