N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 -4.910218000E-03 -2.525741400E-02 -6.538294400E-02 -1.388490110E-01 -1.596368330E-01 -1.251727560E-01 -4.846953700E-02 1.113174700E-02 1.905758500E-02 2.944178000E-02 4.228511500E-02
1.600000000E+01 3.238769700E-02 3.165602200E-02 3.110852700E-02 3.091616100E-02 2.975329900E-02 2.747218600E-02 2.327007800E-02 1.389703900E-02 -3.513522000E-03 -3.334323700E-02 -8.334363700E-02
1.700000000E+01 7.716103200E-02 7.441691600E-02 7.420559300E-02 7.590655800E-02 7.854654500E-02 8.273825100E-02 8.956242700E-02 9.654358400E-02 1.045124470E-01 1.147101860E-01 1.234532570E-01
1.549996187E+01 2.207160800E-02 2.012274100E-02 1.674672800E-02 8.725855000E-03 -6.648673000E-03 -3.573746900E-02 -8.787864200E-02 -1.699884700E-01 -1.699984180E-01 -1.307770330E-01 -5.357179700E-02
1.649996187E+01 5.962224000E-02 5.789244000E-02 5.771016400E-02 5.780572100E-02 5.864588300E-02 6.096184200E-02 6.286796500E-02 6.468686400E-02 6.722791600E-02 6.725153600E-02 6.477762500E-02
1.674996808E+01 7.050172800E-02 6.859770500E-02 6.841539900E-02 6.903236200E-02 7.087629300E-02 7.447348700E-02 7.832728900E-02 8.282314900E-02 8.908542400E-02 9.392600800E-02 9.799068600E-02
1.624993176E+01 4.527858900E-02 4.400093100E-02 4.335559500E-02 4.374040000E-02 4.389730500E-02 4.349952500E-02 4.387408700E-02 4.227935300E-02 3.813331500E-02 3.062245400E-02 1.322031900E-02
1.574996808E+01 2.633950600E-02 2.607476900E-02 2.492821500E-02 2.262958300E-02 1.794930400E-02 9.194459000E-03 -7.994158000E-03 -3.923393300E-02 -9.131371800E-02 -1.708818540E-01 -1.760534070E-01
1.524993176E+01 1.255938300E-02 7.045409000E-03 -5.346823000E-03 -3.062884900E-02 -7.837617900E-02 -1.585678290E-01 -1.646535430E-01 -1.259427840E-01 -4.577571500E-02 9.925346000E-03 1.600784600E-02
