x N
1.8105905E+0 -1.4887878E+22
1.8114906E+0 7.1627419E+21
1.8068441E+0 2.2136923E+21
1.7993462E+0 1.6774854E+21
1.7907588E+0 1.5076844E+21
1.7813649E+0 1.3951062E+21
1.7712243E+0 1.3446903E+21
1.7609858E+0 1.3213872E+21
1.7503635E+0 1.2803610E+21
1.7393256E+0 1.2496947E+21
1.7280320E+0 1.2270544E+21
1.7164331E+0 1.2271076E+21
1.7049889E+0 1.1846791E+21
1.6923953E+0 1.1783720E+21
1.6806570E+0 1.1880661E+21
1.6680812E+0 1.1528756E+21
1.6554174E+0 1.1520977E+21
1.6426311E+0 1.1460995E+21
1.6296342E+0 1.1123385E+21
1.6158487E+0 1.1212135E+21
1.6028502E+0 1.1261790E+21
1.5889525E+0 1.0819258E+21
1.5746130E+0 1.0786237E+21
1.5603758E+0 1.0532505E+21
1.5450697E+0 1.0484351E+21
1.5304194E+0 1.0562999E+21
1.5150383E+0 1.0218398E+21
1.4990613E+0 1.0052297E+21
1.4828259E+0 9.9351349E+20
1.4661097E+0 9.8398027E+20
1.4491786E+0 9.7970842E+20
1.4319196E+0 9.8869855E+20
1.4148977E+0 1.0124274E+21
1.3980386E+0 1.0095309E+21
1.3804994E+0 9.9660986E+20
1.3627576E+0 1.0048491E+21
1.3450553E+0 1.0074337E+21
1.3269329E+0 9.9822378E+20
1.3084065E+0 9.7524025E+20
1.2888805E+0 9.4319400E+20
1.2684666E+0 9.2972497E+20
