x N
1.3264035E+0 1.6479522E+21
1.3152541E+0 1.7200107E+21
1.3049554E+0 1.7703890E+21
1.2942418E+0 1.6389833E+21
1.2820611E+0 1.7758544E+21
1.2729489E+0 1.7964844E+21
1.2608114E+0 1.5673697E+21
1.2483849E+0 1.7511790E+21
1.2386332E+0 1.8127140E+21
1.2267491E+0 1.4155676E+21
1.2106348E+0 1.4506912E+21
1.1991656E+0 1.5219854E+21
1.1839999E+0 1.6264392E+21
1.1740160E+0 1.8923801E+21
1.1621355E+0 1.6468637E+21
1.1486379E+0 1.5508683E+21
1.1348858E+0 1.5010482E+21
1.1201333E+0 1.4333027E+21
1.1046442E+0 1.4753442E+21
1.0903676E+0 1.7176084E+21
1.0787595E+0 1.6342463E+21
1.0627803E+0 1.4690407E+21
1.0476844E+0 1.5979970E+21
1.0338061E+0 1.7258704E+21
1.0204884E+0 1.6999551E+21
1.0058089E+0 1.6369053E+21
9.9100634E-1 1.7163029E+21
9.7728801E-1 1.5862516E+21
9.5963369E-1 1.6725656E+21
9.4712893E-1 1.8682360E+21
9.3216784E-1 1.8972042E+21
9.1972096E-1 2.0291127E+21
9.0614378E-1 1.9426480E+21
8.9214180E-1 2.1319192E+21
8.8066066E-1 2.3515375E+21
8.6869797E-1 1.9614963E+21
8.5209959E-1 1.5228105E+21
8.3119788E-1 1.1885645E+21
8.0274583E-1 1.0106993E+21
7.7126137E-1 1.0383479E+21
7.4223480E-1 1.1048248E+21
