N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.159960000E-04 2.391690000E-04 1.897750000E-04 1.555660000E-04
1.600000000E+01 3.152492000E-03 2.824066000E-03 2.610647000E-03 2.467961000E-03
1.700000000E+01 2.471490000E-02 2.331808900E-02 2.244415400E-02 2.187298600E-02
1.549996187E+01 9.298900000E-04 8.307740000E-04 7.661180000E-04 7.181050000E-04
1.649996187E+01 9.426105000E-03 8.555528000E-03 7.999007000E-03 7.622175000E-03
1.674996808E+01 1.563624500E-02 1.444620600E-02 1.369075900E-02 1.317863500E-02
1.624993176E+01 5.492506000E-03 4.931259000E-03 4.573489000E-03 4.330297000E-03
1.574996808E+01 1.781087000E-03 1.597789000E-03 1.480917000E-03 1.400777000E-03
1.524993176E+01 2.784050000E-04 2.285800000E-04 1.906270000E-04 1.603310000E-04
