N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.659999999E-07 2.035000000E-06 3.007000000E-06 3.770000000E-06
1.600000000E+01 8.602500000E-05 8.216500000E-05 7.979700000E-05 7.846200000E-05
1.700000000E+01 1.451573000E-03 1.424322000E-03 1.421036000E-03 1.418620000E-03
1.549996187E+01 2.205300000E-05 2.114300000E-05 2.066300000E-05 2.041500000E-05
1.649996187E+01 3.510320000E-04 3.393200000E-04 3.331350000E-04 3.292850000E-04
1.674996808E+01 7.170610000E-04 6.987970000E-04 6.904580000E-04 6.845910000E-04
1.624993176E+01 1.723510000E-04 1.654320000E-04 1.615520000E-04 1.590230000E-04
1.574996808E+01 4.367100000E-05 4.155200000E-05 4.039600000E-05 3.968100000E-05
1.524993176E+01 9.809000000E-06 9.919000000E-06 1.005500000E-05 1.026900000E-05
