N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -8.119600000E-05 5.527200000E-05 4.443100000E-05 3.694100000E-05
1.600000000E+01 7.491220000E-04 6.638860000E-04 6.082010000E-04 5.704450000E-04
1.700000000E+01 9.390569000E-03 8.632530000E-03 8.157522000E-03 7.824448000E-03
1.549996187E+01 2.073200000E-04 1.849200000E-04 1.705990000E-04 1.604580000E-04
1.649996187E+01 2.643105000E-03 2.346521000E-03 2.155776000E-03 2.023782000E-03
1.674996808E+01 5.030617000E-03 4.529816000E-03 4.207045000E-03 3.979914000E-03
1.624993176E+01 1.393637000E-03 1.231021000E-03 1.126828000E-03 1.054653000E-03
1.574996808E+01 4.064140000E-04 3.621700000E-04 3.339160000E-04 3.144050000E-04
1.524993176E+01 6.254400000E-05 5.280200000E-05 4.615600000E-05 4.182400000E-05
