-9.0066910E-2 -4.7036590E-4
-5.9959890E-2 -4.7006420E-4
-2.9989720E-2 -4.6986710E-4
3.8399100E-3 -4.6366810E-4
1.3826070E-2 -4.6378990E-4
1.6009900E-2 -4.7434390E-4
3.0019760E-2 -4.7004110E-4
3.9994720E-2 -4.6990780E-4
5.0004010E-2 -4.6971640E-4
5.9990410E-2 -4.6953660E-4
7.0033550E-2 -4.6938010E-4
8.0008510E-2 -4.6920030E-4
8.9994910E-2 -4.6891030E-4
1.0000420E-1 -4.6858550E-4
1.1001350E-1 -4.6827820E-4
1.1997700E-1 -4.6784340E-4
1.2999770E-1 -4.6730400E-4
1.4001800E-1 -4.6655020E-4
1.4999290E-1 -4.6564560E-4
1.6000220E-1 -4.6449150E-4
1.7001150E-1 -4.6289690E-4
1.7998650E-1 -4.6089050E-4
1.9000670E-1 -4.5810130E-4
1.9998170E-1 -4.5437260E-4
2.1000240E-1 -4.4934500E-4
2.2000270E-1 -4.4240370E-4
2.2994330E-1 -4.3292260E-4
2.3998690E-1 -4.1992160E-4
2.4990460E-1 -4.0217710E-4
2.5994830E-1 -3.7794360E-4
2.6996900E-1 -3.4436830E-4
2.7994390E-1 -2.9814560E-4
2.8996470E-1 -2.3470030E-4
2.9997400E-1 -1.4835540E-4
3.0999420E-1 -3.0834070E-5
3.1888630E-1 9.6511970E-5
3.2993320E-1 3.3876600E-4
3.3997630E-1 6.2153470E-4
3.4995170E-1 9.9092790E-4
3.5997200E-1 1.4641470E-3
3.6993600E-1 2.0719670E-3
3.7997910E-1 2.8378720E-3
3.8996550E-1 3.7701450E-3
3.9995190E-1 4.8859420E-3
4.0998410E-1 6.2014850E-3
4.1993620E-1 7.7240780E-3
4.2995690E-1 9.4711650E-3
4.3995480E-1 1.1413230E-2
4.4996400E-1 1.3567720E-2
4.5995040E-1 1.5933650E-2
4.7001700E-1 1.8465270E-2
4.8001480E-1 2.1156210E-2
