N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 5.913849000E-03 5.059372000E-03 4.485501000E-03 4.080384000E-03
1.016672606E+01 4.277469000E-03 3.620376000E-03 3.184212000E-03 2.879090000E-03
1.033324570E+01 3.050673000E-03 2.561009000E-03 2.239007000E-03 2.015360000E-03
1.049996187E+01 2.151537000E-03 1.795636000E-03 1.596928000E-03 1.402720000E-03
1.066670514E+01 1.505022000E-03 1.251220000E-03 1.113990000E-03 9.729360000E-04
1.083333839E+01 1.047093000E-03 8.852050000E-04 7.731790000E-04 6.739730000E-04
1.100000000E+01 7.263960000E-04 6.138080000E-04 5.358690000E-04 4.673170000E-04
1.116672606E+01 5.036490000E-04 4.254110000E-04 3.716500000E-04 3.251390000E-04
1.133324570E+01 3.498580000E-04 2.956580000E-04 2.587830000E-04 2.276660000E-04
1.149996187E+01 2.441170000E-04 2.066700000E-04 1.815190000E-04 1.610340000E-04
1.166670514E+01 1.716240000E-04 1.458410000E-04 1.288140000E-04 1.156070000E-04
1.183333839E+01 1.220330000E-04 1.043770000E-04 9.297600000E-05 8.470400000E-05
1.200000000E+01 8.814700000E-05 7.647800000E-05 6.865100000E-05 6.370400000E-05
1.216672606E+01 6.501300000E-05 5.744500000E-05 5.246200000E-05 4.957800000E-05
1.233324570E+01 4.918700000E-05 4.442300000E-05 4.136500000E-05 3.969600000E-05
1.249996187E+01 3.831100000E-05 3.542500000E-05 3.364000000E-05 3.273600000E-05
1.266670514E+01 3.072900000E-05 2.906900000E-05 2.808100000E-05 2.764200000E-05
1.283333839E+01 2.531100000E-05 2.440900000E-05 2.389600000E-05 2.371100000E-05
1.300000000E+01 2.127500000E-05 2.081400000E-05 2.056600000E-05 2.051100000E-05
