N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 6.506608000E-03 5.976540000E-03 5.620032000E-03 5.354050000E-03
1.016672606E+01 4.598033000E-03 4.189685000E-03 3.918895000E-03 3.719818000E-03
1.033324570E+01 3.222590000E-03 2.917483000E-03 2.717378000E-03 2.571894000E-03
1.049996187E+01 2.243292000E-03 2.020884000E-03 1.876219000E-03 1.771869000E-03
1.066670514E+01 1.553535000E-03 1.394439000E-03 1.291568000E-03 1.217745000E-03
1.083333839E+01 1.072007000E-03 9.597870000E-04 8.874870000E-04 8.357870000E-04
1.100000000E+01 7.381560000E-04 6.597900000E-04 6.094130000E-04 5.734360000E-04
1.116672606E+01 5.078810000E-04 4.535530000E-04 4.186660000E-04 3.937680000E-04
1.133324570E+01 3.496660000E-04 3.121850000E-04 2.881190000E-04 2.709650000E-04
1.149996187E+01 2.412470000E-04 2.155130000E-04 1.989910000E-04 1.872210000E-04
1.166670514E+01 1.671190000E-04 1.495090000E-04 1.382330000E-04 1.302050000E-04
1.183333839E+01 1.165280000E-04 1.045530000E-04 9.692000000E-05 9.153200000E-05
1.200000000E+01 8.204700000E-05 7.398600000E-05 6.890100000E-05 6.535800000E-05
1.216672606E+01 5.860100000E-05 5.325900000E-05 4.995200000E-05 4.771600000E-05
1.233324570E+01 4.269100000E-05 3.923800000E-05 3.717600000E-05 3.582500000E-05
1.249996187E+01 3.190000000E-05 2.975500000E-05 2.854700000E-05 2.779800000E-05
1.266670514E+01 2.458200000E-05 2.331700000E-05 2.266900000E-05 2.230300000E-05
1.283333839E+01 1.957400000E-05 1.889300000E-05 1.858200000E-05 1.843200000E-05
1.300000000E+01 1.607500000E-05 1.574300000E-05 1.562800000E-05 1.559700000E-05
