N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.220401693E+00 1.215657588E+00 1.209410494E+00 1.196942301E+00 1.172375908E+00 1.127000589E+00 1.052056251E+00 1.023842474E+00 1.025145353E+00 1.028608039E+00 1.034440851E+00
1.600000000E+01 1.277850953E+00 1.276409938E+00 1.275842445E+00 1.276165243E+00 1.277046855E+00 1.278323506E+00 1.279764422E+00 1.280665603E+00 1.280534675E+00 1.278052777E+00 1.271267346E+00
1.700000000E+01 1.363284082E+00 1.360785720E+00 1.358769993E+00 1.357539155E+00 1.356937677E+00 1.357324765E+00 1.358606831E+00 1.360705542E+00 1.363796001E+00 1.367329313E+00 1.371322677E+00
1.549996187E+01 1.248291290E+00 1.247229799E+00 1.246740739E+00 1.246343739E+00 1.245444803E+00 1.242522490E+00 1.235526630E+00 1.221010118E+00 1.193243948E+00 1.144463062E+00 1.067711087E+00
1.649996187E+01 1.316734820E+00 1.314421206E+00 1.312950340E+00 1.312357360E+00 1.312608691E+00 1.313773503E+00 1.315739904E+00 1.318076478E+00 1.320866971E+00 1.323710560E+00 1.326389528E+00
1.674996808E+01 1.338890127E+00 1.336391823E+00 1.334630815E+00 1.333691754E+00 1.333621315E+00 1.334125051E+00 1.335751209E+00 1.338027640E+00 1.341036819E+00 1.344589038E+00 1.348221545E+00
1.624993176E+01 1.296564768E+00 1.294802274E+00 1.293815553E+00 1.293699107E+00 1.294342475E+00 1.295219218E+00 1.297134258E+00 1.299303190E+00 1.301249318E+00 1.302810811E+00 1.301472001E+00
1.574996808E+01 1.262522758E+00 1.261327883E+00 1.261076077E+00 1.261321241E+00 1.262063656E+00 1.262447214E+00 1.261909420E+00 1.259009008E+00 1.252068447E+00 1.237475228E+00 1.209956788E+00
1.524993176E+01 1.234753886E+00 1.233316364E+00 1.231581846E+00 1.228487336E+00 1.221875870E+00 1.208143642E+00 1.180825227E+00 1.132704902E+00 1.055295158E+00 1.020213642E+00 1.021240262E+00
