N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.216575520E+00 1.211897695E+00 1.205244361E+00 1.191514128E+00 1.164227831E+00 1.114050296E+00 1.032398543E+00 1.020985320E+00 1.022527789E+00 1.026105356E+00 1.031973399E+00
1.600000000E+01 1.272209097E+00 1.271200538E+00 1.271078933E+00 1.271825578E+00 1.273070297E+00 1.274610881E+00 1.276175178E+00 1.277010389E+00 1.276551115E+00 1.273363308E+00 1.265321151E+00
1.700000000E+01 1.356587729E+00 1.354122159E+00 1.352250955E+00 1.351268000E+00 1.350991559E+00 1.351758836E+00 1.353448878E+00 1.355939857E+00 1.359384308E+00 1.363198346E+00 1.367377434E+00
1.549996187E+01 1.243647451E+00 1.243021508E+00 1.242891392E+00 1.242713753E+00 1.241808965E+00 1.238520706E+00 1.230567572E+00 1.214153897E+00 1.183078090E+00 1.129290316E+00 1.046417013E+00
1.649996187E+01 1.310311022E+00 1.308274607E+00 1.307161857E+00 1.306978093E+00 1.307654108E+00 1.309229129E+00 1.311552904E+00 1.314164929E+00 1.317121352E+00 1.319995708E+00 1.322535602E+00
1.674996808E+01 1.332246848E+00 1.329908676E+00 1.328410100E+00 1.327816163E+00 1.328141334E+00 1.329060227E+00 1.331087684E+00 1.333722313E+00 1.337013212E+00 1.340744113E+00 1.344427321E+00
1.624993176E+01 1.290492062E+00 1.289096437E+00 1.288531040E+00 1.288851635E+00 1.289911938E+00 1.291149165E+00 1.293333016E+00 1.295651423E+00 1.297590429E+00 1.298944751E+00 1.297139269E+00
1.574996808E+01 1.257372279E+00 1.256634004E+00 1.256813883E+00 1.257421279E+00 1.258411415E+00 1.258872984E+00 1.258162303E+00 1.254709966E+00 1.246627635E+00 1.229999292E+00 1.199194639E+00
1.524993176E+01 1.230585295E+00 1.229489854E+00 1.227919013E+00 1.224670068E+00 1.217352636E+00 1.201979329E+00 1.171528573E+00 1.118351456E+00 1.034410240E+00 1.017765385E+00 1.018980081E+00
