T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.209433831E+00 1.223131435E+00 1.235379654E+00 1.248109329E+00 1.261889562E+00 1.279154027E+00 1.298053618E+00 1.319306189E+00 1.343317311E+00
295 1.204316208E+00 1.222477127E+00 1.235512098E+00 1.248257487E+00 1.261795547E+00 1.278611548E+00 1.296747111E+00 1.317497987E+00 1.341137717E+00
300 1.195805424E+00 1.220821346E+00 1.235893055E+00 1.249194395E+00 1.262541005E+00 1.278941081E+00 1.296471593E+00 1.316696984E+00 1.339756656E+00
305 1.177638381E+00 1.216570434E+00 1.235831840E+00 1.250341060E+00 1.264035391E+00 1.280114758E+00 1.297162117E+00 1.316915465E+00 1.339437457E+00
310 1.141609155E+00 1.206654139E+00 1.234422547E+00 1.251554142E+00 1.265833930E+00 1.281915316E+00 1.298672829E+00 1.318091955E+00 1.339932681E+00
315 1.076904384E+00 1.185957847E+00 1.229628040E+00 1.251790376E+00 1.267658658E+00 1.283711221E+00 1.300981967E+00 1.319833620E+00 1.341523127E+00
320 1.016587833E+00 1.145960346E+00 1.218506183E+00 1.250187313E+00 1.269147168E+00 1.286205657E+00 1.303866416E+00 1.322585856E+00 1.344026091E+00
325 1.017152561E+00 1.078201065E+00 1.196263561E+00 1.244818707E+00 1.269427431E+00 1.288531600E+00 1.306813793E+00 1.325791747E+00 1.347231633E+00
330 1.019456280E+00 1.013989382E+00 1.155505097E+00 1.233206385E+00 1.267736515E+00 1.290094862E+00 1.309828010E+00 1.329438814E+00 1.351246812E+00
335 1.023928233E+00 1.014433062E+00 1.087819888E+00 1.210600855E+00 1.262324545E+00 1.290580367E+00 1.312430843E+00 1.333262955E+00 1.355426264E+00
340 1.031193204E+00 1.016188204E+00 1.011856469E+00 1.170511298E+00 1.250591306E+00 1.287261180E+00 1.314297306E+00 1.336732905E+00 1.359726072E+00
