N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+16 340 2.400E-4 1.240504366E+00 1.242758179E+00
1.468000E+10 5.623E+16 340 2.400E-4 1.185350080E+00 1.243947744E+00
2.154000E+10 5.623E+16 340 2.400E-4 1.207105704E+00 1.245647273E+00
3.162000E+10 5.623E+16 340 2.400E-4 1.221842181E+00 1.248143373E+00
4.642000E+10 5.623E+16 340 2.400E-4 1.234523518E+00 1.251797843E+00
6.813000E+10 5.623E+16 340 2.400E-4 1.244945655E+00 1.256392264E+00
1.000000E+11 5.623E+16 340 2.400E-4 1.254647313E+00 1.262351637E+00
1.468000E+11 5.623E+16 340 2.400E-4 1.264125330E+00 1.269101755E+00
2.154000E+11 5.623E+16 340 2.400E-4 1.273633570E+00 1.277019228E+00
3.162000E+11 5.623E+16 340 2.400E-4 1.285013150E+00 1.287124065E+00
4.642000E+11 5.623E+16 340 2.400E-4 1.295464437E+00 1.296659638E+00
6.813000E+11 5.623E+16 340 2.400E-4 1.303126802E+00 1.303938105E+00
1.000000E+12 5.623E+16 340 2.400E-4 1.309809280E+00 1.310271642E+00
1.468000E+12 5.623E+16 340 2.400E-4 1.316747985E+00 1.316936953E+00
2.154000E+12 5.623E+16 340 2.400E-4 1.321749964E+00 1.322051515E+00
3.162000E+12 5.623E+16 340 2.400E-4 1.326285105E+00 1.326498906E+00
4.642000E+12 5.623E+16 340 2.400E-4 1.330769681E+00 1.330846324E+00
6.813000E+12 5.623E+16 340 2.400E-4 1.334903963E+00 1.335030847E+00
1.000000E+13 5.623E+16 340 2.400E-4 1.299595018E+00 1.299714965E+00
