x N
1.8045839E+0 9.4531129E+20
1.7903012E+0 9.6541271E+20
1.7765055E+0 9.8078098E+20
1.7624422E+0 9.8950453E+20
1.7486763E+0 1.0113570E+21
1.7349983E+0 1.0109779E+21
1.7210024E+0 1.0034159E+21
1.7068908E+0 1.0038464E+21
1.6926747E+0 1.0007601E+21
1.6782361E+0 1.0067810E+21
1.6639496E+0 1.0114490E+21
1.6493944E+0 1.0073242E+21
1.6347356E+0 1.0037024E+21
1.6198107E+0 9.9575253E+20
1.6046411E+0 1.0076330E+21
1.5897951E+0 1.0092405E+21
1.5743851E+0 9.9422873E+20
1.5587853E+0 1.0065204E+21
1.5434519E+0 1.0033260E+21
1.5274357E+0 1.0019039E+21
1.5117390E+0 1.0024915E+21
1.4954022E+0 9.8586621E+20
1.4788136E+0 9.5679947E+20
1.4610857E+0 9.6191819E+20
1.4442899E+0 9.9323768E+20
1.4272480E+0 9.9228161E+20
1.4100158E+0 9.8915932E+20
1.3924438E+0 9.8615941E+20
1.3746668E+0 9.9423734E+20
1.3569317E+0 9.9368426E+20
1.3386629E+0 9.8154710E+20
1.3199868E+0 9.7677672E+20
1.3010138E+0 9.9029565E+20
1.2823184E+0 9.8685690E+20
1.2626443E+0 9.8221535E+20
1.2431852E+0 9.8483183E+20
1.2229890E+0 9.7258406E+20
1.2023725E+0 9.7207217E+20
1.1814567E+0 9.6351685E+20
1.1597200E+0 9.5407387E+20
1.1375823E+0 9.5437838E+20
