X Y Yfit
1.0000000E-2 1.0442429E-13 1.0444577E-13
2.0000000E-2 2.5082341E-13 2.5088004E-13
3.0000000E-2 4.5613204E-13 4.5621915E-13
4.0000000E-2 7.4411853E-13 7.4420657E-13
5.0000000E-2 1.1481437E-12 1.1481720E-12
6.0000000E-2 1.7150347E-12 1.7149068E-12
7.0000000E-2 2.5105246E-12 2.5101082E-12
8.0000000E-2 3.6268932E-12 3.6260262E-12
9.0000000E-2 5.1936994E-12 5.1922083E-12
1.0000000E-1 7.3928599E-12 7.3905941E-12
1.1000000E-1 1.0479837E-11 1.0476725E-11
1.2000000E-1 1.4813413E-11 1.4809545E-11
1.3000000E-1 2.0897535E-11 2.0893283E-11
1.4000000E-1 2.9440136E-11 2.9436298E-11
1.5000000E-1 4.1435806E-11 4.1433788E-11
1.6000000E-1 5.8282008E-11 5.8284024E-11
1.7000000E-1 8.1942445E-11 8.1951710E-11
1.8000000E-1 1.1517671E-10 1.1519760E-10
1.9000000E-1 1.6186313E-10 1.6190120E-10
2.0000000E-1 2.2745257E-10 2.2751446E-10
2.1000000E-1 3.1960647E-10 3.1969934E-10
2.2000000E-1 4.4909368E-10 4.4922422E-10
2.3000000E-1 6.3105136E-10 6.3122391E-10
2.4000000E-1 8.8675741E-10 8.8697096E-10
2.5000000E-1 1.2461223E-9 1.2463657E-9
2.6000000E-1 1.7511920E-9 1.7514373E-9
2.7000000E-1 2.4610725E-9 2.4612648E-9
2.8000000E-1 3.4588518E-9 3.4588968E-9
2.9000000E-1 4.8613319E-9 4.8610795E-9
3.0000000E-1 6.8327068E-9 6.8319337E-9
3.1000000E-1 9.6037893E-9 9.6021845E-9
3.2000000E-1 1.3499033E-8 1.3496199E-8
3.3000000E-1 1.8974508E-8 1.8970001E-8
3.4000000E-1 2.6671253E-8 2.6664721E-8
3.5000000E-1 3.7490229E-8 3.7481755E-8
3.6000000E-1 5.2697563E-8 5.2688433E-8
3.7000000E-1 7.4072268E-8 7.4066612E-8
3.8000000E-1 1.0411344E-7 1.0412161E-7
3.9000000E-1 1.4633057E-7 1.4637599E-7
