T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.197534904E+00 1.196026265E+00 1.508639000E-03 1.197493201E+00 1.195907082E+00 1.586119000E-03 4.170300000E-05 1.191830000E-04
290 1.549996187E+01 1.225437027E+00 1.203863481E+00 2.157354600E-02 1.225268083E+00 1.203627718E+00 2.164036500E-02 1.689440000E-04 2.357630000E-04
290 1.600000000E+01 1.250511075E+00 1.217564931E+00 3.294614400E-02 1.249854861E+00 1.217180579E+00 3.267428200E-02 6.562140000E-04 3.843520000E-04
290 1.649996187E+01 1.280152852E+00 1.222993341E+00 5.715951100E-02 1.277537678E+00 1.222378905E+00 5.515877300E-02 2.615174000E-03 6.144360000E-04
290 1.700000000E+01 1.321202279E+00 1.250294305E+00 7.090797400E-02 1.311306559E+00 1.249153190E+00 6.215336900E-02 9.895720000E-03 1.141115000E-03
295 1.500000000E+01 1.186822240E+00 1.060459267E+00 1.263629730E-01 1.186788365E+00 1.060285208E+00 1.265031570E-01 3.387500000E-05 1.740590000E-04
295 1.549996187E+01 1.225914590E+00 1.059220015E+00 1.666945750E-01 1.225762874E+00 1.058883827E+00 1.668790470E-01 1.517160000E-04 3.361880000E-04
295 1.600000000E+01 1.251441157E+00 1.056118885E+00 1.953222720E-01 1.250863578E+00 1.055571675E+00 1.952919030E-01 5.775790000E-04 5.472100000E-04
295 1.649996187E+01 1.280316198E+00 1.055034113E+00 2.252820850E-01 1.277999777E+00 1.054186844E+00 2.238129330E-01 2.316421000E-03 8.472690000E-04
295 1.700000000E+01 1.320263389E+00 1.060681761E+00 2.595816280E-01 1.311263778E+00 1.059296808E+00 2.519669700E-01 8.999611000E-03 1.384953000E-03
300 1.500000000E+01 1.162953390E+00 1.195516001E+00 -3.256261100E-02 1.162932370E+00 1.195414930E+00 -3.248256000E-02 2.102000000E-05 1.010710000E-04
300 1.549996187E+01 1.225650610E+00 1.206779074E+00 1.887153600E-02 1.225509761E+00 1.206572404E+00 1.893735700E-02 1.408490000E-04 2.066700000E-04
300 1.600000000E+01 1.253122072E+00 1.221677787E+00 3.144428500E-02 1.252603562E+00 1.221315790E+00 3.128777200E-02 5.185100000E-04 3.619970000E-04
300 1.649996187E+01 1.281517658E+00 1.227884172E+00 5.363348600E-02 1.279463922E+00 1.227310115E+00 5.215380700E-02 2.053736000E-03 5.740570000E-04
300 1.700000000E+01 1.320565418E+00 1.254768551E+00 6.579686700E-02 1.312445752E+00 1.253720473E+00 5.872527900E-02 8.119666000E-03 1.048078000E-03
305 1.500000000E+01 1.114279355E+00 1.036517710E+00 7.776164500E-02 1.114284010E+00 1.036433264E+00 7.785074600E-02 -4.655000000E-06 8.444600000E-05
305 1.549996187E+01 1.223183628E+00 1.070607955E+00 1.525756730E-01 1.223049241E+00 1.070242284E+00 1.528069570E-01 1.343870000E-04 3.656710000E-04
305 1.600000000E+01 1.254888446E+00 1.070472795E+00 1.844156510E-01 1.254407400E+00 1.069823615E+00 1.845837850E-01 4.810460000E-04 6.491800000E-04
305 1.649996187E+01 1.283530171E+00 1.069355771E+00 2.141744000E-01 1.281689156E+00 1.068323930E+00 2.133652260E-01 1.841015000E-03 1.031841000E-03
305 1.700000000E+01 1.322099743E+00 1.075275206E+00 2.468245370E-01 1.314824803E+00 1.073610368E+00 2.412144350E-01 7.274940000E-03 1.664838000E-03
310 1.500000000E+01 1.026641294E+00 1.184454062E+00 -1.578127680E-01 1.026693308E+00 1.184372462E+00 -1.576791540E-01 -5.201400000E-05 8.160000000E-05
310 1.549996187E+01 1.216236384E+00 1.210638225E+00 5.598159000E-03 1.216108038E+00 1.210432159E+00 5.675879000E-03 1.283460000E-04 2.060660000E-04
310 1.600000000E+01 1.256729694E+00 1.226252281E+00 3.047741300E-02 1.256264414E+00 1.225868127E+00 3.039628700E-02 4.652800000E-04 3.841540000E-04
310 1.649996187E+01 1.286237642E+00 1.233994393E+00 5.224324900E-02 1.284547287E+00 1.233344743E+00 5.120254400E-02 1.690355000E-03 6.496500000E-04
310 1.700000000E+01 1.324373102E+00 1.260297729E+00 6.407537300E-02 1.317812116E+00 1.259130235E+00 5.868188100E-02 6.560986000E-03 1.167494000E-03
315 1.500000000E+01 1.015510466E+00 1.003356629E+00 1.215383700E-02 1.015470353E+00 1.003342742E+00 1.212761100E-02 4.011300000E-05 1.388700000E-05
315 1.549996187E+01 1.200400949E+00 1.073508729E+00 1.268922200E-01 1.200286126E+00 1.073171459E+00 1.271146670E-01 1.148230000E-04 3.372700000E-04
315 1.600000000E+01 1.257778940E+00 1.086160074E+00 1.716188660E-01 1.257309370E+00 1.085405128E+00 1.719042420E-01 4.695700000E-04 7.549460000E-04
315 1.649996187E+01 1.289301784E+00 1.085059868E+00 2.042419160E-01 1.287693493E+00 1.083833709E+00 2.038597840E-01 1.608291000E-03 1.226159000E-03
315 1.700000000E+01 1.327447568E+00 1.091816051E+00 2.356315170E-01 1.321434784E+00 1.089802361E+00 2.316324230E-01 6.012784000E-03 2.013690000E-03
