N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+16 320 1.170923980E+00 1.204074418E+00
1.468000E+10 3.162e+16 320 1.186894176E+00 1.204096532E+00
2.154000E+10 3.162e+16 320 1.192291825E+00 1.204128763E+00
3.162000E+10 3.162e+16 320 1.195951475E+00 1.204175625E+00
4.642000E+10 3.162e+16 320 1.198563261E+00 1.204243677E+00
6.813000E+10 3.162e+16 320 1.200434443E+00 1.204341865E+00
1.000000E+11 3.162e+16 320 1.201801839E+00 1.204482246E+00
1.468000E+11 3.162e+16 320 1.202845477E+00 1.204680794E+00
2.154000E+11 3.162e+16 320 1.203701986E+00 1.204957228E+00
3.162000E+11 3.162e+16 320 1.204475495E+00 1.205333485E+00
4.642000E+11 3.162e+16 320 1.205244482E+00 1.206120841E+00
6.813000E+11 3.162e+16 320 1.207397696E+00 1.209640823E+00
1.000000E+12 3.162e+16 320 1.211168951E+00 1.211452144E+00
1.468000E+12 3.162e+16 320 1.212104478E+00 1.212264028E+00
2.154000E+12 3.162e+16 320 1.213362887E+00 1.213733439E+00
3.162000E+12 3.162e+16 320 1.217058935E+00 1.217777494E+00
4.642000E+12 3.162e+16 320 1.220001497E+00 1.220252007E+00
6.813000E+12 3.162e+16 320 1.225833921E+00 1.226697320E+00
1.000000E+13 3.162e+16 320 1.231572206E+00 1.231642071E+00
