N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+16 290 1.122444376E+00 1.127307511E+00
1.468000E+10 3.162e+16 290 1.124074526E+00 1.127452764E+00
2.154000E+10 3.162e+16 290 1.125300510E+00 1.127826985E+00
3.162000E+10 3.162e+16 290 1.126275314E+00 1.128369870E+00
4.642000E+10 3.162e+16 290 1.127118046E+00 1.129153352E+00
6.813000E+10 3.162e+16 290 1.128541839E+00 1.130275812E+00
1.000000E+11 3.162e+16 290 1.130513154E+00 1.131867614E+00
1.468000E+11 3.162e+16 290 1.133003482E+00 1.134094114E+00
2.154000E+11 3.162e+16 290 1.136242402E+00 1.137152735E+00
3.162000E+11 3.162e+16 290 1.13766423E+00 1.13759124E+00
4.642000E+11 3.162e+16 290 1.142843874E+00 1.142971144E+00
6.813000E+11 3.162e+16 290 1.143856119E+00 1.143943907E+00
1.000000E+12 3.162e+16 290 1.144938673E+00 1.144998932E+00
1.468000E+12 3.162e+16 290 1.145863052E+00 1.145901958E+00
2.154000E+12 3.162e+16 290 1.146485462E+00 1.146512135E+00
3.162000E+12 3.162e+16 290 1.147142363E+00 1.147160596E+00
4.642000E+12 3.162e+16 290 1.149791633E+00 1.150226132E+00
6.813000E+12 3.162e+16 290 1.15161145E+00 1.15138686E+00
1.000000E+13 3.162e+16 290 1.15244526E+00 1.15182482E+00
