N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+16 315 1.177676178E+00 1.201277097E+00
1.468000E+10 3.162e+16 315 1.183447431E+00 1.201293835E+00
2.154000E+10 3.162e+16 315 1.187620133E+00 1.201318477E+00
3.162000E+10 3.162e+16 315 1.190595318E+00 1.201354191E+00
4.642000E+10 3.162e+16 315 1.192704709E+00 1.201406074E+00
6.813000E+10 3.162e+16 315 1.194206686E+00 1.201480765E+00
1.000000E+11 3.162e+16 315 1.195296935E+00 1.201587709E+00
1.468000E+11 3.162e+16 315 1.198795134E+00 1.201739109E+00
2.154000E+11 3.162e+16 315 1.200912638E+00 1.201950213E+00
3.162000E+11 3.162e+16 315 1.201529554E+00 1.202237999E+00
4.642000E+11 3.162e+16 315 1.202135555E+00 1.202619077E+00
6.813000E+11 3.162e+16 315 1.202774874E+00 1.203104811E+00
1.000000E+12 3.162e+16 315 1.204012597E+00 1.205480569E+00
1.468000E+12 3.162e+16 315 1.209371213E+00 1.209790211E+00
2.154000E+12 3.162e+16 315 1.210229218E+00 1.210384149E+00
3.162000E+12 3.162e+16 315 1.211290428E+00 1.212533228E+00
4.642000E+12 3.162e+16 315 1.21786075E+00 1.21832117E+00
6.813000E+12 3.162e+16 315 1.222444436E+00 1.222597842E+00
1.000000E+13 3.162e+16 315 1.223064807E+00 1.223141919E+00
