N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+16 320 1.139158884E+00 1.157513169E+00
1.468000E+10 3.162e+16 320 1.144669367E+00 1.157694689E+00
2.154000E+10 3.162e+16 320 1.148809715E+00 1.157955503E+00
3.162000E+10 3.162e+16 320 1.151953850E+00 1.158330065E+00
4.642000E+10 3.162e+16 320 1.154434896E+00 1.158861375E+00
6.813000E+10 3.162e+16 320 1.156537979E+00 1.159604924E+00
1.000000E+11 3.162e+16 320 1.158496476E+00 1.160621287E+00
1.468000E+11 3.162e+16 320 1.160500443E+00 1.161974544E+00
2.154000E+11 3.162e+16 320 1.162686419E+00 1.163711618E+00
3.162000E+11 3.162e+16 320 1.165124729E+00 1.165839879E+00
4.642000E+11 3.162e+16 320 1.168056159E+00 1.168495609E+00
6.813000E+11 3.162e+16 320 1.170943360E+00 1.171332248E+00
1.000000E+12 3.162e+16 320 1.174300408E+00 1.174545737E+00
1.468000E+12 3.162e+16 320 1.176678356E+00 1.176850999E+00
2.154000E+12 3.162e+16 320 1.178600801E+00 1.178720006E+00
3.162000E+12 3.162e+16 320 1.180928152E+00 1.181104514E+00
4.642000E+12 3.162e+16 320 1.183037630E+00 1.183113466E+00
6.813000E+12 3.162e+16 320 1.184660457E+00 1.184701414E+00
1.000000E+13 3.162e+16 320 1.186263557E+00 1.186291136E+00
