N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+16 305 1.169951341E+00 1.192075925E+00
1.468000E+10 3.162e+16 305 1.173735400E+00 1.192085334E+00
2.154000E+10 3.162e+16 305 1.179608663E+00 1.192099050E+00
3.162000E+10 3.162e+16 305 1.182261985E+00 1.192118971E+00
4.642000E+10 3.162e+16 305 1.186338680E+00 1.192147852E+00
6.813000E+10 3.162e+16 305 1.190040797E+00 1.192189506E+00
1.000000E+11 3.162e+16 305 1.190780102E+00 1.192249205E+00
1.468000E+11 3.162e+16 305 1.191330695E+00 1.193160272E+00
2.154000E+11 3.162e+16 305 1.191767642E+00 1.194874412E+00
3.162000E+11 3.162e+16 305 1.192147168E+00 1.197336871E+00
4.642000E+11 3.162e+16 305 1.195859843E+00 1.200841570E+00
6.813000E+11 3.162e+16 305 1.201925789E+00 1.202911683E+00
1.000000E+12 3.162e+16 305 1.203118468E+00 1.203279264E+00
1.468000E+12 3.162e+16 305 1.203594862E+00 1.203704321E+00
2.154000E+12 3.162e+16 305 1.203984192E+00 1.204058439E+00
3.162000E+12 3.162e+16 305 1.204601834E+00 1.204652456E+00
4.642000E+12 3.162e+16 305 1.205208924E+00 1.205243387E+00
6.813000E+12 3.162e+16 305 1.212023420E+00 1.213319389E+00
1.000000E+13 3.162e+16 305 1.216476037E+00 1.216493501E+00
