N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+16 315 1.138033532E+00 1.153247281E+00
1.468000E+10 3.162e+16 315 1.142687553E+00 1.153420537E+00
2.154000E+10 3.162e+16 315 1.146166680E+00 1.153670154E+00
3.162000E+10 3.162e+16 315 1.148811198E+00 1.154025765E+00
4.642000E+10 3.162e+16 315 1.150917874E+00 1.154529277E+00
6.813000E+10 3.162e+16 315 1.152731623E+00 1.155228999E+00
1.000000E+11 3.162e+16 315 1.154452155E+00 1.156179479E+00
1.468000E+11 3.162e+16 315 1.156236143E+00 1.157432456E+00
2.154000E+11 3.162e+16 315 1.158189340E+00 1.159019748E+00
3.162000E+11 3.162e+16 315 1.160357722E+00 1.160935496E+00
4.642000E+11 3.162e+16 315 1.163260452E+00 1.163663846E+00
6.813000E+11 3.162e+16 315 1.166266473E+00 1.166547824E+00
1.000000E+12 3.162e+16 315 1.168283678E+00 1.168479902E+00
1.468000E+12 3.162e+16 315 1.170550984E+00 1.170688281E+00
2.154000E+12 3.162e+16 315 1.172480524E+00 1.172575413E+00
3.162000E+12 3.162e+16 315 1.174059753E+00 1.174272054E+00
4.642000E+12 3.162e+16 315 1.175702958E+00 1.175780752E+00
6.813000E+12 3.162e+16 315 1.180459599E+00 1.180739235E+00
1.000000E+13 3.162e+16 315 1.1823863E+00 1.18328467E+00
