N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+16 310 1.136277926E+00 1.148725320E+00
1.468000E+10 3.162e+16 310 1.140154536E+00 1.148889050E+00
2.154000E+10 3.162e+16 310 1.143043281E+00 1.149125824E+00
3.162000E+10 3.162e+16 310 1.145247004E+00 1.149461983E+00
4.642000E+10 3.162e+16 310 1.147023789E+00 1.149936503E+00
6.813000E+10 3.162e+16 310 1.148579778E+00 1.150590519E+00
1.000000E+11 3.162e+16 310 1.150083898E+00 1.151472395E+00
1.468000E+11 3.162e+16 310 1.151662226E+00 1.152622269E+00
2.154000E+11 3.162e+16 310 1.153393863E+00 1.154059001E+00
3.162000E+11 3.162e+16 310 1.155302349E+00 1.155764024E+00
4.642000E+11 3.162e+16 310 1.158004336E+00 1.158328779E+00
6.813000E+11 3.162e+16 310 1.160455927E+00 1.160679476E+00
1.000000E+12 3.162e+16 310 1.162122337E+00 1.162278121E+00
1.468000E+12 3.162e+16 310 1.163836695E+00 1.163944347E+00
2.154000E+12 3.162e+16 310 1.165646113E+00 1.165720563E+00
3.162000E+12 3.162e+16 310 1.166614671E+00 1.167128231E+00
4.642000E+12 3.162e+16 310 1.175896350E+00 1.176224032E+00
6.813000E+12 3.162e+16 310 1.179792058E+00 1.179819366E+00
1.000000E+13 3.162e+16 310 1.180756058E+00 1.180769833E+00
