N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+16 335 1.137062445E+00 1.166336862E+00
1.468000E+10 3.162e+16 335 1.145131250E+00 1.166536367E+00
2.154000E+10 3.162e+16 335 1.151556679E+00 1.166825723E+00
3.162000E+10 3.162e+16 335 1.156471952E+00 1.167242669E+00
4.642000E+10 3.162e+16 335 1.160296846E+00 1.167839923E+00
6.813000E+10 3.162e+16 335 1.163424964E+00 1.168686963E+00
1.000000E+11 3.162e+16 335 1.166197567E+00 1.169864095E+00
1.468000E+11 3.162e+16 335 1.168915115E+00 1.171473083E+00
2.154000E+11 3.162e+16 335 1.171814457E+00 1.173082020E+00
3.162000E+11 3.162e+16 335 1.173574358E+00 1.173997348E+00
4.642000E+11 3.162e+16 335 1.174917031E+00 1.175267213E+00
6.813000E+11 3.162e+16 335 1.178954938E+00 1.179562810E+00
1.000000E+12 3.162e+16 335 1.182650979E+00 1.183079525E+00
1.468000E+12 3.162e+16 335 1.185656045E+00 1.185804200E+00
2.154000E+12 3.162e+16 335 1.187922241E+00 1.188063777E+00
3.162000E+12 3.162e+16 335 1.190743432E+00 1.190881076E+00
4.642000E+12 3.162e+16 335 1.196157304E+00 1.196373821E+00
6.813000E+12 3.162e+16 335 1.200991655E+00 1.201063521E+00
1.000000E+13 3.162e+16 335 1.203664858E+00 1.203798310E+00
