N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+16 300 1.166716822E+00 1.194004159E+00
1.468000E+10 3.162e+16 300 1.172965850E+00 1.194011526E+00
2.154000E+10 3.162e+16 300 1.178057279E+00 1.194022212E+00
3.162000E+10 3.162e+16 300 1.180698775E+00 1.194037660E+00
4.642000E+10 3.162e+16 300 1.181839144E+00 1.194060014E+00
6.813000E+10 3.162e+16 300 1.182640128E+00 1.194092398E+00
1.000000E+11 3.162e+16 300 1.187972748E+00 1.194138714E+00
1.468000E+11 3.162e+16 300 1.193353429E+00 1.194204453E+00
2.154000E+11 3.162e+16 300 1.193716008E+00 1.194296331E+00
3.162000E+11 3.162e+16 300 1.194026917E+00 1.194422368E+00
4.642000E+11 3.162e+16 300 1.194320953E+00 1.194590283E+00
6.813000E+11 3.162e+16 300 1.194622717E+00 1.194806032E+00
1.000000E+12 3.162e+16 300 1.194946083E+00 1.195070815E+00
1.468000E+12 3.162e+16 300 1.195293372E+00 1.195378208E+00
2.154000E+12 3.162e+16 300 1.195524903E+00 1.195582250E+00
3.162000E+12 3.162e+16 300 1.197997601E+00 1.199950157E+00
4.642000E+12 3.162e+16 300 1.207015592E+00 1.207044756E+00
6.813000E+12 3.162e+16 300 1.207302698E+00 1.207322550E+00
1.000000E+13 3.162e+16 300 1.207594625E+00 1.207608103E+00
