N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+16 325 1.139216094E+00 1.161024622E+00
1.468000E+10 3.162e+16 325 1.145634893E+00 1.161212426E+00
2.154000E+10 3.162e+16 325 1.150494594E+00 1.161485419E+00
3.162000E+10 3.162e+16 325 1.154186326E+00 1.161876278E+00
4.642000E+10 3.162e+16 325 1.157080126E+00 1.162432798E+00
6.813000E+10 3.162e+16 325 1.159497822E+00 1.163214157E+00
1.000000E+11 3.162e+16 325 1.161712454E+00 1.164291759E+00
1.468000E+11 3.162e+16 325 1.163945811E+00 1.165738414E+00
2.154000E+11 3.162e+16 325 1.166368429E+00 1.167374049E+00
3.162000E+11 3.162e+16 325 1.168157921E+00 1.168641227E+00
4.642000E+11 3.162e+16 325 1.169975899E+00 1.170382422E+00
6.813000E+11 3.162e+16 325 1.172470334E+00 1.172827698E+00
1.000000E+12 3.162e+16 325 1.175806745E+00 1.176100300E+00
1.468000E+12 3.162e+16 325 1.179710896E+00 1.180013962E+00
2.154000E+12 3.162e+16 325 1.184665592E+00 1.184944333E+00
3.162000E+12 3.162e+16 325 1.187718232E+00 1.187822343E+00
4.642000E+12 3.162e+16 325 1.190143817E+00 1.190216875E+00
6.813000E+12 3.162e+16 325 1.192395114E+00 1.192445588E+00
1.000000E+13 3.162e+16 325 1.193820089E+00 1.193854970E+00
