N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+16 310 1.173374863E+00 1.198218533E+00
1.468000E+10 3.162e+16 310 1.178341414E+00 1.198296863E+00
2.154000E+10 3.162e+16 310 1.181900981E+00 1.198411683E+00
3.162000E+10 3.162e+16 310 1.184422038E+00 1.198579898E+00
4.642000E+10 3.162e+16 310 1.189925425E+00 1.198826111E+00
6.813000E+10 3.162e+16 310 1.191488317E+00 1.199186023E+00
1.000000E+11 3.162e+16 310 1.192425632E+00 1.199711168E+00
1.468000E+11 3.162e+16 310 1.193449547E+00 1.199835606E+00
2.154000E+11 3.162e+16 310 1.196329314E+00 1.199999593E+00
3.162000E+11 3.162e+16 310 1.199231984E+00 1.200223595E+00
4.642000E+11 3.162e+16 310 1.200092680E+00 1.200520783E+00
6.813000E+11 3.162e+16 310 1.200608755E+00 1.200900637E+00
1.000000E+12 3.162e+16 310 1.201164539E+00 1.201363510E+00
1.468000E+12 3.162e+16 310 1.203090754E+00 1.205102619E+00
2.154000E+12 3.162e+16 310 1.212022182E+00 1.212148077E+00
3.162000E+12 3.162e+16 310 1.212761401E+00 1.212874018E+00
4.642000E+12 3.162e+16 310 1.213518016E+00 1.213608476E+00
6.813000E+12 3.162e+16 310 1.213884634E+00 1.214091414E+00
1.000000E+13 3.162e+16 310 1.214342210E+00 1.214550522E+00
