N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+16 290 1.162169387E+00 1.181817744E+00
1.468000E+10 3.162e+16 290 1.164097700E+00 1.181984714E+00
2.154000E+10 3.162e+16 290 1.171643098E+00 1.182229366E+00
3.162000E+10 3.162e+16 290 1.175908786E+00 1.182587548E+00
4.642000E+10 3.162e+16 290 1.176617313E+00 1.183111308E+00
6.813000E+10 3.162e+16 290 1.177111715E+00 1.183875867E+00
1.000000E+11 3.162e+16 290 1.177461966E+00 1.184989113E+00
1.468000E+11 3.162e+16 290 1.177718004E+00 1.186604137E+00
2.154000E+11 3.162e+16 290 1.177915869E+00 1.188502291E+00
3.162000E+11 3.162e+16 290 1.180880327E+00 1.188570283E+00
4.642000E+11 3.162e+16 290 1.188494873E+00 1.188661330E+00
6.813000E+11 3.162e+16 290 1.188665834E+00 1.188779033E+00
1.000000E+12 3.162e+16 290 1.188847593E+00 1.188924533E+00
1.468000E+12 3.162e+16 290 1.189042644E+00 1.189094914E+00
2.154000E+12 3.162e+16 290 1.189318998E+00 1.189346356E+00
3.162000E+12 3.162e+16 290 1.189221479E+00 1.191317635E+00
4.642000E+12 3.162e+16 290 1.203942695E+00 1.205998707E+00
6.813000E+12 3.162e+16 290 1.212987641E+00 1.213001218E+00
1.000000E+13 3.162e+16 290 1.213178056E+00 1.213187279E+00
