N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+16 305 1.133860811E+00 1.143904914E+00
1.468000E+10 3.162e+16 305 1.137045738E+00 1.144060437E+00
2.154000E+10 3.162e+16 305 1.139415282E+00 1.144283250E+00
3.162000E+10 3.162e+16 305 1.141234745E+00 1.144599500E+00
4.642000E+10 3.162e+16 305 1.142721569E+00 1.145042225E+00
6.813000E+10 3.162e+16 305 1.144050574E+00 1.145650026E+00
1.000000E+11 3.162e+16 305 1.145358394E+00 1.146461188E+00
1.468000E+11 3.162e+16 305 1.146745243E+00 1.147506624E+00
2.154000E+11 3.162e+16 305 1.148266689E+00 1.148793123E+00
3.162000E+11 3.162e+16 305 1.149928434E+00 1.150293025E+00
4.642000E+11 3.162e+16 305 1.152343731E+00 1.152596471E+00
6.813000E+11 3.162e+16 305 1.154108050E+00 1.154283720E+00
1.000000E+12 3.162e+16 305 1.155750354E+00 1.155872109E+00
1.468000E+12 3.162e+16 305 1.157359247E+00 1.157443328E+00
2.154000E+12 3.162e+16 305 1.162416320E+00 1.162844044E+00
3.162000E+12 3.162e+16 305 1.16555867E+00 1.16642336E+00
4.642000E+12 3.162e+16 305 1.171011980E+00 1.171179347E+00
6.813000E+12 3.162e+16 305 1.172062202E+00 1.172083226E+00
1.000000E+13 3.162e+16 305 1.172808955E+00 1.172813133E+00
