x N
1.5476459E+0 1.2984373E+21
1.5379542E+0 1.0557604E+21
1.5236964E+0 1.0268161E+21
1.5131664E+0 1.2911685E+21
1.5038300E+0 1.1863318E+21
1.4913790E+0 1.0365384E+21
1.4787100E+0 1.0775727E+21
1.4670184E+0 1.2087955E+21
1.4568248E+0 1.1961295E+21
1.4447207E+0 1.0729460E+21
1.4317680E+0 1.1399878E+21
1.4209488E+0 1.1343575E+21
1.4076573E+0 1.0808129E+21
1.3954366E+0 1.0331918E+21
1.3807010E+0 9.8264499E+20
1.3668259E+0 1.0351848E+21
1.3532612E+0 1.0227591E+21
1.3387615E+0 1.0606068E+21
1.3259317E+0 1.0690165E+21
1.3113495E+0 1.0993887E+21
1.2990215E+0 1.0093092E+21
1.2816766E+0 8.9721888E+20
1.2652675E+0 9.5257088E+20
1.2494677E+0 9.9364140E+20
1.2339960E+0 9.1966173E+20
1.2152065E+0 9.4506915E+20
1.2002389E+0 9.9708560E+20
1.1827261E+0 9.3311066E+20
1.1650527E+0 9.6382737E+20
1.1481584E+0 9.9358452E+20
