N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.028649401E+00 1.025886150E+00 1.023513180E+00 1.021528302E+00
1.600000000E+01 1.255752968E+00 1.253611616E+00 1.250622680E+00 1.251012439E+00
1.700000000E+01 1.341134182E+00 1.339778323E+00 1.338404348E+00 1.338210391E+00
1.549996187E+01 1.071587629E+00 1.070632545E+00 1.074747037E+00 1.079507984E+00
1.649996187E+01 1.301661914E+00 1.300756569E+00 1.299492290E+00 1.298652892E+00
1.674996808E+01 1.321709153E+00 1.319304387E+00 1.318761373E+00 1.317898904E+00
1.624993176E+01 1.282466359E+00 1.280634597E+00 1.279153338E+00 1.277866186E+00
1.574996808E+01 1.202670880E+00 1.200637866E+00 1.200199752E+00 1.201241684E+00
1.524993176E+01 1.015283858E+00 1.013838887E+00 1.012735430E+00 1.011894058E+00
