N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.202667119E+00 1.201643818E+00 1.200573602E+00 1.199705885E+00
1.600000000E+01 1.255476729E+00 1.253604247E+00 1.252123569E+00 1.249923030E+00
1.700000000E+01 1.324407114E+00 1.322251751E+00 1.320494594E+00 1.320428889E+00
1.549996187E+01 1.230899380E+00 1.227957436E+00 1.227060831E+00 1.226248434E+00
1.649996187E+01 1.285823074E+00 1.283685578E+00 1.282590513E+00 1.281741316E+00
1.674996808E+01 1.304267970E+00 1.301231716E+00 1.300675259E+00 1.300097647E+00
1.624993176E+01 1.269500136E+00 1.267812808E+00 1.266500927E+00 1.265226181E+00
1.574996808E+01 1.242773966E+00 1.240903931E+00 1.238371333E+00 1.237758687E+00
1.524993176E+01 1.218953563E+00 1.216628758E+00 1.215401664E+00 1.214567281E+00
