N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 315 1.800E-4 1.157044796E+00 1.158771853E+00
1.468000E+10 1.000E+15 315 1.800E-4 1.157687153E+00 1.158868340E+00
2.154000E+10 1.000E+15 315 1.800E-4 1.158202324E+00 1.159009300E+00
3.162000E+10 1.000E+15 315 1.800E-4 1.158663835E+00 1.159214837E+00
4.642000E+10 1.000E+15 315 1.800E-4 1.159137476E+00 1.159513547E+00
6.813000E+10 1.000E+15 315 1.800E-4 1.159689007E+00 1.159945700E+00
1.000000E+11 1.000E+15 315 1.800E-4 1.160391485E+00 1.160566744E+00
1.468000E+11 1.000E+15 315 1.800E-4 1.161330954E+00 1.161450736E+00
2.154000E+11 1.000E+15 315 1.800E-4 1.162609403E+00 1.162691449E+00
3.162000E+11 1.000E+15 315 1.800E-4 1.166088824E+00 1.166155599E+00
4.642000E+11 1.000E+15 315 1.800E-4 1.172478143E+00 1.172526147E+00
6.813000E+11 1.000E+15 315 1.800E-4 1.173042340E+00 1.173067956E+00
1.000000E+12 1.000E+15 315 1.800E-4 1.173681023E+00 1.173698359E+00
1.468000E+12 1.000E+15 315 1.800E-4 1.177988866E+00 1.178001833E+00
2.154000E+12 1.000E+15 315 1.800E-4 1.183705265E+00 1.183715365E+00
3.162000E+12 1.000E+15 315 1.800E-4 1.185805500E+00 1.185811602E+00
4.642000E+12 1.000E+15 315 1.800E-4 1.193033509E+00 1.193050467E+00
6.813000E+12 1.000E+15 315 1.800E-4 1.199898812E+00 1.199906013E+00
1.000000E+13 1.000E+15 315 1.800E-4 1.208091404E+00 1.208117472E+00
