N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.211654954E+00 1.207708067E+00 1.204367961E+00 1.201245347E+00
1.016672606E+01 1.211705221E+00 1.207787176E+00 1.204484876E+00 1.201410107E+00
1.033324570E+01 1.211778536E+00 1.207902216E+00 1.204654280E+00 1.201647813E+00
1.049996187E+01 1.211885193E+00 1.208068844E+00 1.204898337E+00 1.201988150E+00
1.066670514E+01 1.212039765E+00 1.208308764E+00 1.205247045E+00 1.202470160E+00
1.083333839E+01 1.212262534E+00 1.208651333E+00 1.205739493E+00 1.203142424E+00
1.100000000E+01 1.212580998E+00 1.209134638E+00 1.206423665E+00 1.204060494E+00
1.116672606E+01 1.213031124E+00 1.209805336E+00 1.207353349E+00 1.205279575E+00
1.133324570E+01 1.213657493E+00 1.210715645E+00 1.208580498E+00 1.206841678E+00
1.149996187E+01 1.214511125E+00 1.211916299E+00 1.210143046E+00 1.208760459E+00
1.166670514E+01 1.215643868E+00 1.213445883E+00 1.212052431E+00 1.211012857E+00
1.183333839E+01 1.217099741E+00 1.215320826E+00 1.214289995E+00 1.213548792E+00
1.200000000E+01 1.218906643E+00 1.217534251E+00 1.216819903E+00 1.216317917E+00
1.216672606E+01 1.221074797E+00 1.220067987E+00 1.219612456E+00 1.219294134E+00
1.233324570E+01 1.223604722E+00 1.222909574E+00 1.222657961E+00 1.222477127E+00
1.249996187E+01 1.226497209E+00 1.226057286E+00 1.225959272E+00 1.225875019E+00
1.266670514E+01 1.229752405E+00 1.229508515E+00 1.229515049E+00 1.229489854E+00
1.283333839E+01 1.233357222E+00 1.233246541E+00 1.233312500E+00 1.233316364E+00
1.300000000E+01 1.237276078E+00 1.237239813E+00 1.237331580E+00 1.237345818E+00
