fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_320 001_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.596005943E-14 1.000000000E+20 1.258305457E+00 2.450778273E-15 1.694970390E-04 
001_320_SRH 001_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.628080318E-15 1.000000000E+20 1.288611035E+00 2.307936219E-15 6.145258382E-04 
002_320 002_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.806663150E-14 1.000000000E+20 1.267310524E+00 3.527106062E-15 2.269992006E-04 
002_320_SRH 002_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.763414277E-15 1.000000000E+20 1.288674228E+00 3.387233851E-15 6.171570738E-04 
003_320 003_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.112479424E-14 1.000000000E+20 1.273881900E+00 5.108511754E-15 2.901462449E-04 
003_320_SRH 003_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.864202484E-15 1.000000000E+20 1.288765858E+00 4.971027675E-15 6.210064066E-04 
004_320 004_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.554370359E-14 1.000000000E+20 1.278623565E+00 7.430274455E-15 3.552350280E-04 
004_320_SRH 004_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.434515169E-14 1.000000000E+20 1.288897997E+00 7.294880620E-15 6.266289988E-04 
005_320 005_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.188528417E-14 1.000000000E+20 1.282048101E+00 1.083742728E-14 4.188612837E-04 
005_320_SRH 005_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.077577216E-14 1.000000000E+20 1.289087047E+00 1.070408423E-14 6.348236659E-04 
006_320 006_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.089785948E-14 1.000000000E+20 1.284564775E+00 1.583561772E-14 4.790662357E-04 
006_320_SRH 006_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.991427856E-14 1.000000000E+20 1.289354536E+00 1.570453085E-14 6.467291151E-04 
007_320 007_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.353387462E-14 1.000000000E+20 1.286489350E+00 2.316537850E-14 5.359704118E-04 
007_320_SRH 007_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.272518845E-14 1.000000000E+20 1.289726965E+00 2.303699576E-14 6.639469077E-04 
008_320 008_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.092735084E-14 1.000000000E+20 1.288061568E+00 3.391058008E-14 5.917857834E-04 
008_320_SRH 008_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.035577639E-14 1.000000000E+20 1.290234287E+00 3.378557715E-14 6.886887971E-04 
009_320 009_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.430071735E-14 1.000000000E+20 1.289458856E+00 4.965687907E-14 6.504551963E-04 
009_320_SRH 009_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.404047628E-14 1.000000000E+20 1.290905250E+00 4.953613153E-14 7.239276407E-04 
010_320 010_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.247852411E-13 1.000000000E+20 1.290804769E+00 7.272378551E-14 7.172221097E-04 
010_320_SRH 010_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.149171178E-13 1.000000000E+20 1.291758938E+00 7.260827959E-14 7.735135145E-04 
011_320 011_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.631942012E-13 1.000000000E+20 1.292170508E+00 1.065057149E-13 7.982445160E-04 
011_320_SRH 011_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.537948960E-13 1.000000000E+20 1.292793966E+00 1.063963995E-13 8.421777607E-04 
012_320 012_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.098760780E-13 1.000000000E+20 1.293575390E+00 1.559748200E-13 9.001852776E-04 
012_320_SRH 012_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.010036501E-13 1.000000000E+20 1.293979013E+00 1.558724107E-13 9.353290246E-04 
013_320 013_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.648190056E-13 1.000000000E+20 1.294992966E+00 2.284230099E-13 1.029658006E-03 
013_320_SRH 013_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.564991056E-13 1.000000000E+20 1.295252413E+00 2.283278194E-13 1.058569517E-03 
014_320 014_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.280255441E-13 1.000000000E+20 1.296433674E+00 3.346523677E-13 1.193675323E-03 
014_320_SRH 014_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.202449801E-13 1.000000000E+20 1.296598164E+00 3.345628970E-13 1.218145279E-03 
015_320 015_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.021926523E-13 1.000000000E+20 1.308258949E+00 4.941997511E-13 1.404624525E-03 
015_320_SRH 015_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.949275326E-13 1.000000000E+20 1.308502218E+00 4.941675948E-13 1.425547654E-03 
016_320 016_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.856941796E-13 1.000000000E+20 1.309646393E+00 7.244048147E-13 1.635846192E-03 
016_320_SRH 016_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.788233893E-13 1.000000000E+20 1.309718725E+00 7.243294069E-13 1.653717739E-03 
017_320 017_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.839749853E-13 1.000000000E+20 1.317143684E+00 1.079729410E-12 1.927064458E-03 
017_320_SRH 017_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.774451690E-13 1.000000000E+20 1.317193300E+00 1.079666832E-12 1.942456329E-03 
018_320 018_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.970466273E-13 1.000000000E+20 1.318036846E+00 1.583282887E-12 2.226911454E-03 
018_320_SRH 018_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.907823142E-13 1.000000000E+20 1.318075088E+00 1.583245055E-12 2.240737667E-03 
019_320 019_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.288015212E-13 1.000000000E+20 1.318797921E+00 2.322412777E-12 2.567340011E-03 
019_320_SRH 019_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.227173745E-13 1.000000000E+20 1.318823240E+00 2.322431077E-12 2.580374496E-03 
