T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.212920701E+00 1.202148329E+00 1.077237200E-02 1.212912755E+00 1.202132464E+00 1.078029100E-02 7.946000000E-06 1.586500000E-05
290 1.549996187E+01 1.239324058E+00 1.215486585E+00 2.383747300E-02 1.239291653E+00 1.215445856E+00 2.384579700E-02 3.240500000E-05 4.072900000E-05
290 1.600000000E+01 1.266858632E+00 1.236116808E+00 3.074182400E-02 1.266728990E+00 1.236023572E+00 3.070541800E-02 1.296420000E-04 9.323600000E-05
290 1.649996187E+01 1.304049704E+00 1.248764898E+00 5.528480600E-02 1.303540991E+00 1.248564457E+00 5.497653400E-02 5.087130000E-04 2.004410000E-04
290 1.700000000E+01 1.349898175E+00 1.280797162E+00 6.910101300E-02 1.348018740E+00 1.280390976E+00 6.762776400E-02 1.879435000E-03 4.061860000E-04
295 1.500000000E+01 1.208142256E+00 1.201027553E+00 7.114703000E-03 1.208135412E+00 1.201013460E+00 7.121952000E-03 6.844000000E-06 1.409300000E-05
295 1.549996187E+01 1.239104167E+00 1.215505933E+00 2.359823400E-02 1.239076027E+00 1.215469386E+00 2.360664100E-02 2.814000000E-05 3.654700000E-05
295 1.600000000E+01 1.266306153E+00 1.236391114E+00 2.991503900E-02 1.266192016E+00 1.236305683E+00 2.988633300E-02 1.141370000E-04 8.543100000E-05
295 1.649996187E+01 1.302353070E+00 1.249358754E+00 5.299431600E-02 1.301889525E+00 1.249173773E+00 5.271575200E-02 4.635450000E-04 1.849810000E-04
295 1.700000000E+01 1.347539766E+00 1.280651015E+00 6.688875100E-02 1.345751501E+00 1.280274246E+00 6.547725500E-02 1.788265000E-03 3.767690000E-04
300 1.500000000E+01 1.200780304E+00 1.200286777E+00 4.935270000E-04 1.200774383E+00 1.200274073E+00 5.003100000E-04 5.921000000E-06 1.270400000E-05
300 1.549996187E+01 1.239272379E+00 1.215707100E+00 2.356527900E-02 1.239247692E+00 1.215674364E+00 2.357332800E-02 2.468700000E-05 3.273600000E-05
300 1.600000000E+01 1.266629385E+00 1.236775940E+00 2.985344500E-02 1.266529277E+00 1.236698123E+00 2.983115400E-02 1.001080000E-04 7.781700000E-05
300 1.649996187E+01 1.301644113E+00 1.249374767E+00 5.226934600E-02 1.301227300E+00 1.249210416E+00 5.201688400E-02 4.168130000E-04 1.643510000E-04
300 1.700000000E+01 1.345882344E+00 1.280420180E+00 6.546216400E-02 1.344192653E+00 1.280083036E+00 6.410961700E-02 1.689691000E-03 3.371440000E-04
305 1.500000000E+01 1.185238559E+00 1.198574210E+00 -1.333565100E-02 1.185233543E+00 1.198562423E+00 -1.332888000E-02 5.016000000E-06 1.178700000E-05
305 1.549996187E+01 1.239216730E+00 1.217244900E+00 2.197183000E-02 1.239194604E+00 1.217215042E+00 2.197956200E-02 2.212600000E-05 2.985800000E-05
305 1.600000000E+01 1.267773360E+00 1.238665215E+00 2.910814500E-02 1.267685293E+00 1.238594553E+00 2.909074000E-02 8.806700000E-05 7.066200000E-05
305 1.649996187E+01 1.301894351E+00 1.252324932E+00 4.956941900E-02 1.301523203E+00 1.252171032E+00 4.935217100E-02 3.711480000E-04 1.539000000E-04
305 1.700000000E+01 1.345206831E+00 1.282434715E+00 6.277211600E-02 1.343650017E+00 1.282136712E+00 6.151330500E-02 1.556814000E-03 2.980030000E-04
310 1.500000000E+01 1.154290725E+00 1.194127821E+00 -3.983709600E-02 1.154286955E+00 1.194116307E+00 -3.982935200E-02 3.770000000E-06 1.151400000E-05
310 1.549996187E+01 1.238157120E+00 1.218327111E+00 1.983000900E-02 1.238136705E+00 1.218298683E+00 1.983802200E-02 2.041500000E-05 2.842800000E-05
310 1.600000000E+01 1.269329884E+00 1.239835915E+00 2.949396900E-02 1.269251422E+00 1.239770016E+00 2.948140600E-02 7.846200000E-05 6.589900000E-05
310 1.649996187E+01 1.302996608E+00 1.253649281E+00 4.934732700E-02 1.302667323E+00 1.253508576E+00 4.915874700E-02 3.292850000E-04 1.407050000E-04
310 1.700000000E+01 1.345300660E+00 1.283218607E+00 6.208205300E-02 1.343882040E+00 1.282951320E+00 6.093072000E-02 1.418620000E-03 2.672870000E-04
315 1.500000000E+01 1.097902155E+00 1.182622817E+00 -8.472066200E-02 1.097900564E+00 1.182611062E+00 -8.471049800E-02 1.591000000E-06 1.175500000E-05
315 1.549996187E+01 1.234271990E+00 1.219825999E+00 1.444599100E-02 1.234252515E+00 1.219798641E+00 1.445387400E-02 1.947500000E-05 2.735800000E-05
315 1.600000000E+01 1.271058844E+00 1.243372521E+00 2.768632300E-02 1.270987146E+00 1.243308094E+00 2.767905200E-02 7.169800000E-05 6.442700000E-05
315 1.649996187E+01 1.304959318E+00 1.258525459E+00 4.643385900E-02 1.304666380E+00 1.258391409E+00 4.627497100E-02 2.929380000E-04 1.340500000E-04
315 1.700000000E+01 1.346474612E+00 1.288349892E+00 5.812472000E-02 1.345197851E+00 1.288049762E+00 5.714808900E-02 1.276761000E-03 3.001300000E-04
320 1.500000000E+01 1.018603933E+00 1.155766084E+00 -1.371621510E-01 1.018597403E+00 1.155753954E+00 -1.371565510E-01 6.530000000E-06 1.213000000E-05
320 1.549996187E+01 1.224994571E+00 1.219857202E+00 5.137369000E-03 1.224975538E+00 1.219828247E+00 5.147291000E-03 1.903300000E-05 2.895500000E-05
320 1.600000000E+01 1.272645048E+00 1.244105349E+00 2.853969900E-02 1.272577293E+00 1.244042605E+00 2.853468800E-02 6.775500000E-05 6.274400000E-05
320 1.649996187E+01 1.307594735E+00 1.259655085E+00 4.793965000E-02 1.307330890E+00 1.259526328E+00 4.780456200E-02 2.638450000E-04 1.287570000E-04
320 1.700000000E+01 1.348577639E+00 1.288976082E+00 5.960155700E-02 1.347433743E+00 1.288670492E+00 5.876325100E-02 1.143896000E-03 3.055900000E-04
325 1.500000000E+01 1.018738299E+00 1.100216608E+00 -8.147830900E-02 1.018731665E+00 1.100205161E+00 -8.147349600E-02 6.634000000E-06 1.144700000E-05
325 1.549996187E+01 1.206093798E+00 1.216936851E+00 -1.084305300E-02 1.206075263E+00 1.216906516E+00 -1.083125300E-02 1.853500000E-05 3.033500000E-05
325 1.600000000E+01 1.273281342E+00 1.248593473E+00 2.468786900E-02 1.273214832E+00 1.248527944E+00 2.468688800E-02 6.651000000E-05 6.552900000E-05
325 1.649996187E+01 1.310415176E+00 1.267111581E+00 4.330359500E-02 1.310172010E+00 1.266976307E+00 4.319570300E-02 2.431660000E-04 1.352740000E-04
325 1.700000000E+01 1.351443479E+00 1.296890334E+00 5.455314500E-02 1.350417634E+00 1.296633120E+00 5.378451400E-02 1.025845000E-03 2.572140000E-04
330 1.500000000E+01 1.020589572E+00 1.015928709E+00 4.660863000E-03 1.020582036E+00 1.015920292E+00 4.661744000E-03 7.536000000E-06 8.417000000E-06
330 1.549996187E+01 1.170828290E+00 1.212952174E+00 -4.212388400E-02 1.170811388E+00 1.212915386E+00 -4.210399800E-02 1.690200000E-05 3.678800000E-05
330 1.600000000E+01 1.272315127E+00 1.247938574E+00 2.437655300E-02 1.272247392E+00 1.247867497E+00 2.437989500E-02 6.773500000E-05 7.107700000E-05
330 1.649996187E+01 1.313450247E+00 1.265974371E+00 4.747587600E-02 1.313218995E+00 1.265838013E+00 4.738098200E-02 2.312520000E-04 1.363580000E-04
330 1.700000000E+01 1.355201653E+00 1.296338886E+00 5.886276700E-02 1.354272182E+00 1.296090538E+00 5.818164400E-02 9.294710000E-04 2.483480000E-04
335 1.500000000E+01 1.024459397E+00 1.016509404E+00 7.949993000E-03 1.024449910E+00 1.016500939E+00 7.948971000E-03 9.487000000E-06 8.465000000E-06
335 1.549996187E+01 1.110914516E+00 1.184750008E+00 -7.383549200E-02 1.110901953E+00 1.184712686E+00 -7.381073300E-02 1.256300000E-05 3.732200000E-05
