N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 320 1.500E-4 1.261830101E+00 1.292528382E+00
1.468000E+10 3.162E+16 320 1.500E-4 1.269809792E+00 1.292573185E+00
2.154000E+10 3.162E+16 320 1.500E-4 1.275855121E+00 1.292638628E+00
3.162000E+10 3.162E+16 320 1.500E-4 1.280449338E+00 1.292734036E+00
4.642000E+10 3.162E+16 320 1.500E-4 1.283959802E+00 1.292872709E+00
6.813000E+10 3.162E+16 320 1.500E-4 1.286666733E+00 1.293073400E+00
1.000000E+11 3.162E+16 320 1.500E-4 1.288795477E+00 1.293362042E+00
1.468000E+11 3.162E+16 320 1.500E-4 1.290538928E+00 1.293773592E+00
2.154000E+11 3.162E+16 320 1.500E-4 1.292069368E+00 1.294353436E+00
3.162000E+11 3.162E+16 320 1.500E-4 1.293543395E+00 1.295157488E+00
4.642000E+11 3.162E+16 320 1.500E-4 1.295102897E+00 1.296249785E+00
6.813000E+11 3.162E+16 320 1.500E-4 1.296872720E+00 1.297696647E+00
1.000000E+12 3.162E+16 320 1.500E-4 1.298943518E+00 1.299545758E+00
1.468000E+12 3.162E+16 320 1.500E-4 1.301410227E+00 1.301860750E+00
2.154000E+12 3.162E+16 320 1.500E-4 1.304302080E+00 1.304648625E+00
3.162000E+12 3.162E+16 320 1.500E-4 1.307644380E+00 1.307919503E+00
4.642000E+12 3.162E+16 320 1.500E-4 1.311400612E+00 1.311625734E+00
6.813000E+12 3.162E+16 320 1.500E-4 1.315524532E+00 1.315712639E+00
1.000000E+13 3.162E+16 320 1.500E-4 1.319856556E+00 1.320028097E+00
