T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
325 001_325 35.674 4.244480E-1 3.613193E-1 7.666850E+1 2.351600E+1 3.514160E-1 3.345888E-1 5.000000E-1 1.000000E+10 1.000000E+10 2.300E-4 1.778E+16
325 002_325 35.674 4.242050E-1 3.606364E-1 7.665850E+1 2.345500E+1 3.512010E-1 3.339251E-1 5.000000E-1 1.468000E+10 1.468000E+10 2.300E-4 1.778E+16
325 003_325 35.674 4.238530E-1 3.596452E-1 7.664380E+1 2.336670E+1 3.508690E-1 3.329828E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.300E-4 1.778E+16
325 004_325 35.674 4.233500E-1 3.582135E-1 7.662260E+1 2.323970E+1 3.503810E-1 3.316335E-1 5.000000E-1 3.162000E+10 3.162000E+10 2.300E-4 1.778E+16
325 005_325 35.674 4.226380E-1 3.561607E-1 7.659210E+1 2.305840E+1 3.497170E-1 3.296716E-1 5.000000E-1 4.642000E+10 4.642000E+10 2.300E-4 1.778E+16
325 006_325 35.674 4.216420E-1 3.532475E-1 7.654870E+1 2.280300E+1 3.487600E-1 3.269147E-1 5.000000E-1 6.813000E+10 6.813000E+10 2.300E-4 1.778E+16
325 007_325 35.674 4.202770E-1 3.491729E-1 7.648800E+1 2.244920E+1 3.474710E-1 3.230365E-1 5.000000E-1 1.000000E+11 1.000000E+11 2.300E-4 1.778E+16
325 008_325 35.674 4.183720E-1 3.435860E-1 7.641960E+1 2.197020E+1 3.457320E-1 3.177335E-1 5.000000E-1 1.468000E+11 1.468000E+11 2.300E-4 1.778E+16
325 009_325 35.674 4.159140E-1 3.361269E-1 7.632620E+1 2.134080E+1 3.434670E-1 3.106675E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.300E-4 1.778E+16
325 010_325 35.674 4.128820E-1 3.265032E-1 7.619850E+1 2.054430E+1 3.406150E-1 3.015754E-1 5.000000E-1 3.162000E+11 3.162000E+11 2.300E-4 1.778E+16
325 011_325 35.674 4.092400E-1 3.145942E-1 7.604110E+1 1.957980E+1 3.371970E-1 2.903310E-1 5.000000E-1 4.642000E+11 4.642000E+11 2.300E-4 1.778E+16
325 012_325 35.674 4.049520E-1 3.005386E-1 7.587110E+1 1.846760E+1 3.332520E-1 2.770816E-1 5.000000E-1 6.813000E+11 6.813000E+11 2.300E-4 1.778E+16
325 013_325 35.674 4.002940E-1 2.847392E-1 7.565550E+1 1.724640E+1 3.288570E-1 2.622162E-1 5.000000E-1 1.000000E+12 1.000000E+12 2.300E-4 1.778E+16
325 014_325 35.674 3.951190E-1 2.677471E-1 7.544040E+1 1.596200E+1 3.241110E-1 2.462420E-1 5.000000E-1 1.468000E+12 1.468000E+12 2.300E-4 1.778E+16
325 015_325 35.674 3.897280E-1 2.500768E-1 7.517810E+1 1.465400E+1 3.190530E-1 2.296485E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.300E-4 1.778E+16
325 016_325 35.674 3.838820E-1 2.320719E-1 7.491180E+1 1.334760E+1 3.136620E-1 2.127692E-1 5.000000E-1 3.162000E+12 3.162000E+12 2.300E-4 1.778E+16
325 017_325 35.674 3.777260E-1 2.139056E-1 7.460210E+1 1.205540E+1 3.079200E-1 1.957548E-1 5.000000E-1 4.642000E+12 4.642000E+12 2.300E-4 1.778E+16
325 018_325 35.674 3.711730E-1 1.956855E-1 7.425040E+1 1.078610E+1 3.018070E-1 1.786917E-1 5.000000E-1 6.813000E+12 6.813000E+12 2.300E-4 1.778E+16
325 019_325 35.674 3.641010E-1 1.775587E-1 7.386770E+1 9.551000E+0 2.952440E-1 1.617475E-1 5.000000E-1 1.000000E+13 1.000000E+13 2.300E-4 1.778E+16
325 020_325 35.674 3.566100E-1 1.597469E-1 7.342300E+1 8.365400E+0 2.882520E-1 1.451061E-1 5.000000E-1 1.468000E+13 1.468000E+13 2.300E-4 1.778E+16
325 021_325 35.674 3.486880E-1 1.425148E-1 7.290730E+1 7.246000E+0 2.808110E-1 1.290193E-1 5.000000E-1 2.154000E+13 2.154000E+13 2.300E-4 1.778E+16
325 022_325 35.674 3.403040E-1 1.261199E-1 7.231370E+1 6.207300E+0 2.729200E-1 1.137197E-1 5.000000E-1 3.162000E+13 3.162000E+13 2.300E-4 1.778E+16
325 023_325 35.674 3.314000E-1 1.107767E-1 7.163580E+1 5.259700E+0 2.645410E-1 9.941181E-2 5.000000E-1 4.642000E+13 4.642000E+13 2.300E-4 1.778E+16
325 024_325 35.674 3.220180E-1 9.663981E-2 7.083980E+1 4.409000E+0 2.556350E-1 8.623703E-2 5.000000E-1 6.813000E+13 6.813000E+13 2.300E-4 1.778E+16
325 025_325 35.674 3.121160E-1 8.380061E-2 6.989780E+1 3.656400E+0 2.461820E-1 7.426269E-2 5.000000E-1 1.000000E+14 1.000000E+14 2.300E-4 1.778E+16
