N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 290 1.900E-4 1.247028678E+00 1.273896336E+00
1.468000E+10 3.162E+16 290 1.900E-4 1.251817962E+00 1.273993654E+00
2.154000E+10 3.162E+16 290 1.900E-4 1.256242381E+00 1.274135590E+00
3.162000E+10 3.162E+16 290 1.900E-4 1.260261791E+00 1.274342261E+00
4.642000E+10 3.162E+16 290 1.900E-4 1.263827671E+00 1.274642274E+00
6.813000E+10 3.162E+16 290 1.900E-4 1.266939986E+00 1.275075742E+00
1.000000E+11 3.162E+16 290 1.900E-4 1.269670410E+00 1.275697742E+00
1.468000E+11 3.162E+16 290 1.900E-4 1.272155898E+00 1.276581633E+00
2.154000E+11 3.162E+16 290 1.900E-4 1.274577962E+00 1.277820793E+00
3.162000E+11 3.162E+16 290 1.900E-4 1.277139638E+00 1.279526441E+00
4.642000E+11 3.162E+16 290 1.900E-4 1.280043033E+00 1.281818210E+00
6.813000E+11 3.162E+16 290 1.900E-4 1.283464616E+00 1.284804905E+00
1.000000E+12 3.162E+16 290 1.900E-4 1.287526782E+00 1.288556638E+00
1.468000E+12 3.162E+16 290 1.900E-4 1.292271683E+00 1.293076985E+00
2.154000E+12 3.162E+16 290 1.900E-4 1.297654217E+00 1.298293446E+00
3.162000E+12 3.162E+16 290 1.900E-4 1.303562264E+00 1.304074891E+00
4.642000E+12 3.162E+16 290 1.900E-4 1.309826178E+00 1.310239767E+00
6.813000E+12 3.162E+16 290 1.900E-4 1.316295000E+00 1.316629357E+00
1.000000E+13 3.162E+16 290 1.900E-4 1.322874511E+00 1.323144089E+00
