N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 290 1.900E-4 1.236479124E+00 1.245939211E+00
1.468000E+10 3.162E+16 290 1.900E-4 1.239629325E+00 1.246458111E+00
2.154000E+10 3.162E+16 290 1.900E-4 1.241847202E+00 1.246804857E+00
3.162000E+10 3.162E+16 290 1.900E-4 1.243734674E+00 1.247297676E+00
4.642000E+10 3.162E+16 290 1.900E-4 1.245411213E+00 1.247985178E+00
6.813000E+10 3.162E+16 290 1.900E-4 1.247076332E+00 1.248936268E+00
1.000000E+11 3.162E+16 290 1.900E-4 1.248866809E+00 1.250223716E+00
1.468000E+11 3.162E+16 290 1.900E-4 1.250959568E+00 1.251965799E+00
2.154000E+11 3.162E+16 290 1.900E-4 1.253434422E+00 1.254197257E+00
3.162000E+11 3.162E+16 290 1.900E-4 1.256314339E+00 1.256908001E+00
4.642000E+11 3.162E+16 290 1.900E-4 1.259688031E+00 1.260163462E+00
6.813000E+11 3.162E+16 290 1.900E-4 1.263514286E+00 1.263904985E+00
1.000000E+12 3.162E+16 290 1.900E-4 1.267774473E+00 1.268101563E+00
1.468000E+12 3.162E+16 290 1.900E-4 1.272427417E+00 1.272704498E+00
2.154000E+12 3.162E+16 290 1.900E-4 1.277433238E+00 1.277669219E+00
3.162000E+12 3.162E+16 290 1.900E-4 1.282765094E+00 1.282966510E+00
4.642000E+12 3.162E+16 290 1.900E-4 1.288406875E+00 1.288578539E+00
6.813000E+12 3.162E+16 290 1.900E-4 1.294334276E+00 1.294480091E+00
1.000000E+13 3.162E+16 290 1.900E-4 1.300542280E+00 1.300665617E+00
