T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200614473E+00 1.209860037E+0 -9.245564000E-03 1.200614473E+00 1.209860037E+0 -9.245564000E-03
295 1.209761365E+00 1.213478314E+0 -3.716949000E-03 1.209761365E+00 1.213478314E+0 -3.716949000E-03
300 1.208107337E+00 1.217096590E+0 -8.989253000E-03 1.208107337E+00 1.217096590E+0 -8.989253000E-03
305 1.217057402E+00 1.220714867E+0 -3.657465000E-03 1.217057402E+00 1.220714867E+0 -3.657465000E-03
310 1.219245339E+00 1.224333143E+0 -5.087804000E-03 1.219245339E+00 1.224333143E+0 -5.087804000E-03
315 1.218849584E+00 1.227951420E+0 -9.101836000E-03 1.218849584E+00 1.227951420E+0 -9.101836000E-03
320 1.227348062E+00 1.231569696E+0 -4.221634000E-03 1.227348062E+00 1.231569696E+0 -4.221634000E-03
325 1.230760057E+00 1.235187973E+0 -4.427916000E-03 1.230760057E+00 1.235187973E+0 -4.427916000E-03
330 1.238293389E+00 1.238806249E+0 -5.128600000E-04 1.238293389E+00 1.238806249E+0 -5.128600000E-04
335 1.245196127E+00 1.242424526E+0 2.771601000E-03 1.245196127E+00 1.242424526E+0 2.771601000E-03
340 1.247079976E+00 1.246042802E+0 1.037174000E-03 1.247079976E+00 1.246042802E+0 1.037174000E-03
