X Y Xfit Yfit
7.6257900E+3 5.1005800E+3 7.6139056E+3 5.3034141E+3
7.2494600E+3 5.3405500E+3 7.1879183E+3 5.3982606E+3
6.7998600E+3 5.3524800E+3 6.7496723E+3 5.4627403E+3
6.3659200E+3 5.4704500E+3 6.3038819E+3 5.4949808E+3
5.9157500E+3 5.4829600E+3 5.8556131E+3 5.4940171E+3
5.4618900E+3 5.4395300E+3 5.4100484E+3 5.4598608E+3
5.0161100E+3 5.3965700E+3 4.9722518E+3 5.3935001E+3
4.5816200E+3 5.3014800E+3 4.5469347E+3 5.2968313E+3
4.1694600E+3 5.1634800E+3 4.1382623E+3 5.1725301E+3
3.7724500E+3 5.0256900E+3 3.7497051E+3 5.0238789E+3
3.4001200E+3 4.8545700E+3 3.3839536E+3 4.8545700E+3
3.0427300E+3 4.6877700E+3 3.0428876E+3 4.6685046E+3
2.7285200E+3 4.4748700E+3 2.7276033E+3 4.4696069E+3
2.4419100E+3 4.2519600E+3 2.4384792E+3 4.2616636E+3
2.1686900E+3 4.0482000E+3 2.1752729E+3 4.0482000E+3
1.9310600E+3 3.8283700E+3 1.9372332E+3 3.8323922E+3
1.7180600E+3 3.6082100E+3 1.7232169E+3 3.6170159E+3
1.5224500E+3 3.3967100E+3 1.5317993E+3 3.4044248E+3
1.3485600E+3 3.1883200E+3 1.3613745E+3 3.1965555E+3
1.1924900E+3 2.9881500E+3 1.2102407E+3 2.9949492E+3
1.0595300E+3 2.7924000E+3 1.0766688E+3 2.8007856E+3
9.4468700E+2 2.6045700E+3 9.5895592E+2 2.6149248E+3
8.4144300E+2 2.4278000E+3 8.5546408E+2 2.4379497E+3
7.5105400E+2 2.2600600E+3 7.6464693E+2 2.2702105E+3
6.7406300E+2 2.1009100E+3 6.8506581E+2 2.1118643E+3
6.0612600E+2 1.9521000E+3 6.1539808E+2 1.9629126E+3
5.4923200E+2 1.8118300E+3 5.5443943E+2 1.8232339E+3
4.9901300E+2 1.6815300E+3 5.0110153E+2 1.6926115E+3
4.5325400E+2 1.5612300E+3 4.5440679E+2 1.5707571E+3
4.1244800E+2 1.4487800E+3 4.1348136E+2 1.4573302E+3
3.7754700E+2 1.3451100E+3 3.7754700E+2 1.3519534E+3
3.4643800E+2 1.2493400E+3 3.4591263E+2 1.2542249E+3
3.1930600E+2 1.1603200E+3 3.1796620E+2 1.1637281E+3
2.9424400E+2 1.0779300E+3 2.9316700E+2 1.0800386E+3
2.7191500E+2 1.0019200E+3 2.7103880E+2 1.0027297E+3
2.5198600E+2 9.3156400E+2 2.5116394E+2 9.3137615E+2
2.3337300E+2 8.6672500E+2 2.3317845E+2 8.6555743E+2
2.1652500E+2 8.0681100E+2 2.1676805E+2 8.0486012E+2
2.0166500E+2 7.5116800E+2 2.0166500E+2 7.4888023E+2
1.8709600E+2 6.9973500E+2 1.8764549E+2 6.9722580E+2
1.7349700E+2 6.5208100E+2 1.7452725E+2 6.4951954E+2
1.6077200E+2 6.0783200E+2 1.6216704E+2 6.0540205E+2
1.4857400E+2 5.6682300E+2 1.5045772E+2 5.6453511E+2
1.3716500E+2 5.2854700E+2 1.3932456E+2 5.2660507E+2
1.2646400E+2 4.9290300E+2 1.2872078E+2 4.9132567E+2
1.1637400E+2 4.5968400E+2 1.1862232E+2 4.5844034E+2
1.0688300E+2 4.2865200E+2 1.0902211E+2 4.2772305E+2
9.8090800E+1 3.9954300E+2 9.9924332E+1 3.9897815E+2
8.9651000E+1 3.7241600E+2 9.1338886E+1 3.7203878E+2
8.1913500E+1 3.4693800E+2 8.3276743E+1 3.4676413E+2
7.4651700E+1 3.2307600E+2 7.5746246E+1 3.2303600E+2
6.7918100E+1 3.0075100E+2 6.8750628E+1 3.0075484E+2
6.1722500E+1 2.7982700E+2 6.2286674E+1 2.7983589E+2
5.5996000E+1 2.6021500E+2 5.6344337E+1 2.6020546E+2
5.0731400E+1 2.4189500E+2 5.0907180E+1 2.4179787E+2
4.5953300E+1 2.2471400E+2 4.5953300E+1 2.2455293E+2
4.1558600E+1 2.0869400E+2 4.1456522E+1 2.0841404E+2
3.7615600E+1 1.9370800E+2 3.7387700E+1 1.9332689E+2
3.3981500E+1 1.7970700E+2 3.3715949E+1 1.7923869E+2
3.0678200E+1 1.6664000E+2 3.0409735E+1 1.6609770E+2
2.7684600E+1 1.5447800E+2 2.7437765E+1 1.5385312E+2
2.4966900E+1 1.4315800E+2 2.4769683E+1 1.4245503E+2
2.2552300E+1 1.3260300E+2 2.2376578E+1 1.3185464E+2
2.0347000E+1 1.2279900E+2 2.0231314E+1 1.2200435E+2
1.8362200E+1 1.1368200E+2 1.8308726E+1 1.1285805E+2
1.6585700E+1 1.0518300E+2 1.6585700E+1 1.0437122E+2
1.4970700E+1 9.7318000E+1 1.5041180E+1 9.6501141E+1
1.3723500E+1 8.9865500E+1 1.3656105E+1 8.9206953E+1
1.2400300E+1 8.3086900E+1 1.2413310E+1 8.2449785E+1
1.1208700E+1 7.6825900E+1 1.1297405E+1 7.6192773E+1
