N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+15 335 2.400E-4 1.007286367E+00 1.007922313E+00
1.468000E+10 1.778E+15 335 2.400E-4 1.007478455E+00 1.007830118E+00
2.154000E+10 1.778E+15 335 2.400E-4 1.007504262E+00 1.007832597E+00
3.162000E+10 1.778E+15 335 2.400E-4 1.007621954E+00 1.007810675E+00
4.642000E+10 1.778E+15 335 2.400E-4 1.007686712E+00 1.007829805E+00
6.813000E+10 1.778E+15 335 2.400E-4 1.007633572E+00 1.007706318E+00
1.000000E+11 1.778E+15 335 2.400E-4 1.007718086E+00 1.007653705E+00
1.468000E+11 1.778E+15 335 2.400E-4 1.008193590E+00 1.008130389E+00
2.154000E+11 1.778E+15 335 2.400E-4 1.008100566E+00 1.007976388E+00
3.162000E+11 1.778E+15 335 2.400E-4 1.008672274E+00 1.008662137E+00
4.642000E+11 1.778E+15 335 2.400E-4 1.008972258E+00 1.008365804E+00
6.813000E+11 1.778E+15 335 2.400E-4 1.009921825E+00 1.010078634E+00
1.000000E+12 1.778E+15 335 2.400E-4 1.011494747E+00 1.009534148E+00
1.468000E+12 1.778E+15 335 2.400E-4 1.013675462E+00 1.013984396E+00
2.154000E+12 1.778E+15 335 2.400E-4 1.011955212E+00 1.023296112E+00
3.162000E+12 1.778E+15 335 2.400E-4 1.051303458E+00 1.051312194E+00
4.642000E+12 1.778E+15 335 2.400E-4 1.070213156E+00 1.070223868E+00
6.813000E+12 1.778E+15 335 2.400E-4 1.115992648E+00 1.148491058E+00
1.000000E+13 1.778E+15 335 2.400E-4 1.129116074E+00 1.129126029E+00
