Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.111901581E+00 1.202588313E+00 -9.068673200E-02 1.110285774E+00 1.196570875E+00 -8.628510100E-02 1.615807000E-03 6.017438000E-03
1.468000E+10 1.113128103E+00 1.202663293E+00 -8.953519000E-02 1.112038755E+00 1.198492425E+00 -8.645367000E-02 1.089348000E-03 4.170868000E-03
2.154000E+10 1.114893746E+00 1.202772388E+00 -8.787864200E-02 1.114155956E+00 1.199894146E+00 -8.573819000E-02 7.377900000E-04 2.878242000E-03
3.162000E+10 1.117412860E+00 1.202930473E+00 -8.551761300E-02 1.116910444E+00 1.200950573E+00 -8.404012900E-02 5.024160000E-04 1.979900000E-03
4.642000E+10 1.120960913E+00 1.203158200E+00 -8.219728700E-02 1.120616407E+00 1.201799138E+00 -8.118273100E-02 3.445060000E-04 1.359062000E-03
6.813000E+10 1.125866339E+00 1.203483562E+00 -7.761722300E-02 1.125627830E+00 1.202551754E+00 -7.692392400E-02 2.385090000E-04 9.318080000E-04
1.000000E+11 1.132472068E+00 1.203943051E+00 -7.147098300E-02 1.132304590E+00 1.203304357E+00 -7.099976700E-02 1.674780000E-04 6.386940000E-04
1.468000E+11 1.141046285E+00 1.204581661E+00 -6.353537600E-02 1.140926189E+00 1.204143570E+00 -6.321738100E-02 1.200960000E-04 4.380910000E-04
2.154000E+11 1.151632694E+00 1.205450335E+00 -5.381764100E-02 1.151543995E+00 1.205149301E+00 -5.360530600E-02 8.869900000E-05 3.010340000E-04
3.162000E+11 1.163876962E+00 1.206599622E+00 -4.272266000E-02 1.163809085E+00 1.206392052E+00 -4.258296700E-02 6.787700000E-05 2.075700000E-04
4.642000E+11 1.176946631E+00 1.208069165E+00 -3.112253400E-02 1.176892813E+00 1.207925240E+00 -3.103242700E-02 5.381800000E-05 1.439250000E-04
6.813000E+11 1.189699367E+00 1.209876063E+00 -2.017669600E-02 1.189655667E+00 1.209775387E+00 -2.011972000E-02 4.370000000E-05 1.006760000E-04
1.000000E+12 1.201110036E+00 1.212007247E+00 -1.089721100E-02 1.201074256E+00 1.211935908E+00 -1.086165200E-02 3.578000000E-05 7.133900000E-05
1.468000E+12 1.210681260E+00 1.214421265E+00 -3.740005000E-03 1.210652100E+00 1.214369787E+00 -3.717687000E-03 2.916000000E-05 5.147800000E-05
2.154000E+12 1.218506183E+00 1.217058840E+00 1.447343000E-03 1.218482593E+00 1.217020790E+00 1.461803000E-03 2.359000000E-05 3.805000000E-05
3.162000E+12 1.224994571E+00 1.219857202E+00 5.137369000E-03 1.224975538E+00 1.219828247E+00 5.147291000E-03 1.903300000E-05 2.895500000E-05
4.642000E+12 1.230567572E+00 1.222764086E+00 7.803486000E-03 1.230552113E+00 1.222741342E+00 7.810771000E-03 1.545900000E-05 2.274400000E-05
6.813000E+12 1.235526630E+00 1.225748861E+00 9.777769000E-03 1.235513900E+00 1.225730443E+00 9.783457000E-03 1.273000000E-05 1.841800000E-05
1.000000E+13 1.240056538E+00 1.228807441E+00 1.124909700E-02 1.240045898E+00 1.228792122E+00 1.125377600E-02 1.064000000E-05 1.531900000E-05
