fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0DT0 8:15 305 38.01 1.000E+000 5.017E+000 3.851E-006 7.202E+002 2.498E+000 4.553E-008 1.323E-003 
0DT1 8:18 304.8 38.04 1.000E+000 5.014E+000 3.963E-006 7.192E+002 2.496E+000 4.549E-008 1.182E-003 
0DT2 8:20 304.7 38.05 1.000E+000 5.012E+000 4.002E-006 7.188E+002 2.511E+000 4.422E-008 9.136E-004 
0DT3 8:22 304.7 38.05 1.000E+000 5.029E+000 3.841E-006 7.188E+002 2.553E+000 4.064E-008 7.069E-004 
0DT4 8:25 304.8 38.04 1.000E+000 5.036E+000 3.885E-006 7.192E+002 2.559E+000 4.041E-008 9.056E-004 
0DT5 8:27 304.9 38.03 1.000E+000 5.045E+000 3.937E-006 7.197E+002 2.529E+000 4.300E-008 4.747E-004 
0DT6 8:30 304.9 38.03 1.000E+000 5.009E+000 4.245E-006 7.197E+002 2.506E+000 4.504E-008 1.399E-003 
0DT7 8:32 304.7 38.05 1.000E+000 5.060E+000 3.938E-006 7.188E+002 2.553E+000 4.090E-008 7.234E-004 
0DT8 8:35 304.4 38.09 1.000E+000 5.043E+000 4.057E-006 7.173E+002 2.546E+000 4.109E-008 4.809E-004 
0DT9 8:37 304.3 38.1 1.000E+000 5.024E+000 4.132E-006 7.169E+002 2.559E+000 4.035E-008 4.499E-004 
