N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.216466946E+00 1.212969715E+00 1.206263364E+00 1.192528490E+00 1.165301163E+00 1.114950270E+00 1.032278266E+00 1.021576080E+00 1.023381619E+00 1.027651672E+00 1.035108423E+00
1.600000000E+01 1.273208343E+00 1.272081273E+00 1.271823486E+00 1.272439353E+00 1.273871202E+00 1.275407260E+00 1.276898320E+00 1.277939038E+00 1.277640301E+00 1.274796427E+00 1.267291860E+00
1.700000000E+01 1.355620701E+00 1.353325695E+00 1.351613045E+00 1.350700265E+00 1.350713100E+00 1.351619282E+00 1.353436209E+00 1.355923243E+00 1.359028666E+00 1.362883518E+00 1.367044504E+00
1.549996187E+01 1.244337460E+00 1.243631891E+00 1.243368743E+00 1.243202729E+00 1.242201732E+00 1.239029179E+00 1.231454757E+00 1.215587849E+00 1.185368839E+00 1.132348737E+00 1.050851373E+00
1.649996187E+01 1.309526713E+00 1.307570111E+00 1.306608120E+00 1.306659626E+00 1.306545230E+00 1.308173543E+00 1.310499673E+00 1.313216784E+00 1.316243112E+00 1.319250601E+00 1.321824777E+00
1.674996808E+01 1.331516679E+00 1.329401652E+00 1.328089301E+00 1.327597358E+00 1.327937135E+00 1.329221784E+00 1.331365527E+00 1.334147362E+00 1.337329604E+00 1.340972082E+00 1.344646808E+00
1.624993176E+01 1.290032938E+00 1.288361909E+00 1.287737643E+00 1.288174585E+00 1.289385453E+00 1.291286511E+00 1.293548818E+00 1.295874190E+00 1.298036552E+00 1.299513120E+00 1.299451154E+00
1.574996808E+01 1.258113766E+00 1.257245098E+00 1.257263911E+00 1.257854108E+00 1.258699263E+00 1.259192799E+00 1.258624945E+00 1.255421459E+00 1.247742193E+00 1.231827375E+00 1.202325664E+00
1.524993176E+01 1.231352286E+00 1.229739559E+00 1.228178707E+00 1.224947137E+00 1.217722567E+00 1.202600491E+00 1.171759587E+00 1.119150597E+00 1.035438484E+00 1.018062608E+00 1.019370436E+00
