N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.206612494E+00 1.209218786E+00 1.211733175E+00 1.213618414E+00 1.215231620E+00 1.216091087E+00 1.215507101E+00 1.214293566E+00 1.212009800E+00 1.208008059E+00 1.203450668E+00
1.016672606E+01 1.209139752E+00 1.211880593E+00 1.214656445E+00 1.216910272E+00 1.219068642E+00 1.220619991E+00 1.220835483E+00 1.220574291E+00 1.219348007E+00 1.216401945E+00 1.212954695E+00
1.033324570E+01 1.211175357E+00 1.213978159E+00 1.216909555E+00 1.219394188E+00 1.221922820E+00 1.223958159E+00 1.224744500E+00 1.225182151E+00 1.224750268E+00 1.222619636E+00 1.220054951E+00
1.049996187E+01 1.212817650E+00 1.215638288E+00 1.218657114E+00 1.221283267E+00 1.224060427E+00 1.226430234E+00 1.227619311E+00 1.228559649E+00 1.228709075E+00 1.227189010E+00 1.225296737E+00
1.066670514E+01 1.214174599E+00 1.216983285E+00 1.220044189E+00 1.222755060E+00 1.225697529E+00 1.228297611E+00 1.229772208E+00 1.231071832E+00 1.231642218E+00 1.230575086E+00 1.229184337E+00
1.083333839E+01 1.215361884E+00 1.218133805E+00 1.221203499E+00 1.223962408E+00 1.227013284E+00 1.229772483E+00 1.231454750E+00 1.233013632E+00 1.233890936E+00 1.233165038E+00 1.232148393E+00
1.100000000E+01 1.216499338E+00 1.219208623E+00 1.222258718E+00 1.225040318E+00 1.228160015E+00 1.231030509E+00 1.232871986E+00 1.234623850E+00 1.235731896E+00 1.235275417E+00 1.234545400E+00
1.116672606E+01 1.217709182E+00 1.220324839E+00 1.223326904E+00 1.226106851E+00 1.229270861E+00 1.232221021E+00 1.234195039E+00 1.236099640E+00 1.237392323E+00 1.237166742E+00 1.236670358E+00
1.133324570E+01 1.219115223E+00 1.221598304E+00 1.224520216E+00 1.227288494E+00 1.230455981E+00 1.233473849E+00 1.235569686E+00 1.237606979E+00 1.239062519E+00 1.239057168E+00 1.238770692E+00
1.149996187E+01 1.220840208E+00 1.223142225E+00 1.225945496E+00 1.228676373E+00 1.231843795E+00 1.234901198E+00 1.237118960E+00 1.239284770E+00 1.240901121E+00 1.241128524E+00 1.241053511E+00
1.166670514E+01 1.222998637E+00 1.225061883E+00 1.227706557E+00 1.230361752E+00 1.233500761E+00 1.236579833E+00 1.238938617E+00 1.241240105E+00 1.243030805E+00 1.243521465E+00 1.243681379E+00
1.183333839E+01 1.225684070E+00 1.227444795E+00 1.229869946E+00 1.232407093E+00 1.235489030E+00 1.238599631E+00 1.241087029E+00 1.243536779E+00 1.245525159E+00 1.246320150E+00 1.246755428E+00
1.200000000E+01 1.228953527E+00 1.230348635E+00 1.232494000E+00 1.234854643E+00 1.237854956E+00 1.240968117E+00 1.243576463E+00 1.246183789E+00 1.248393867E+00 1.249533398E+00 1.250293177E+00
1.216672606E+01 1.232815546E+00 1.233791609E+00 1.235597901E+00 1.237733801E+00 1.240585859E+00 1.243672215E+00 1.246374685E+00 1.249135349E+00 1.251579693E+00 1.253088621E+00 1.254217077E+00
1.233324570E+01 1.237230259E+00 1.237754782E+00 1.239169423E+00 1.240997592E+00 1.243674862E+00 1.246674190E+00 1.249421569E+00 1.252309577E+00 1.254977650E+00 1.256851903E+00 1.258371796E+00
1.249996187E+01 1.242128446E+00 1.242178532E+00 1.243165301E+00 1.244646280E+00 1.247068058E+00 1.249930379E+00 1.252654868E+00 1.255620607E+00 1.258473359E+00 1.260673328E+00 1.262572945E+00
1.266670514E+01 1.247423208E+00 1.247005220E+00 1.247556324E+00 1.248635860E+00 1.250754920E+00 1.253408364E+00 1.256032412E+00 1.259008223E+00 1.261981408E+00 1.264435826E+00 1.266666162E+00
1.283333839E+01 1.253049206E+00 1.252180644E+00 1.252286065E+00 1.252932805E+00 1.254710265E+00 1.257096005E+00 1.259542049E+00 1.262451604E+00 1.265465633E+00 1.268083201E+00 1.270566183E+00
1.300000000E+01 1.258953717E+00 1.257662581E+00 1.257333220E+00 1.257536268E+00 1.258932915E+00 1.261000622E+00 1.263198328E+00 1.265965717E+00 1.268936584E+00 1.271619045E+00 1.274261290E+00
