N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.207373945E+00 1.209717281E+00 1.212028592E+00 1.213934485E+00 1.215932059E+00 1.217224549E+00 1.217453572E+00 1.217151168E+00 1.215806066E+00 1.212673179E+00 1.208187733E+00
1.016672606E+01 1.209679257E+00 1.212045392E+00 1.214475385E+00 1.216578979E+00 1.218917929E+00 1.220666758E+00 1.221446068E+00 1.221821493E+00 1.221242129E+00 1.218884071E+00 1.215172198E+00
1.033324570E+01 1.211522167E+00 1.213877119E+00 1.216364612E+00 1.218578117E+00 1.221001973E+00 1.223195717E+00 1.224353702E+00 1.225210657E+00 1.225186681E+00 1.223403175E+00 1.220282720E+00
1.049996187E+01 1.212980049E+00 1.215307602E+00 1.217817261E+00 1.220088301E+00 1.222683685E+00 1.224846470E+00 1.226471314E+00 1.227665960E+00 1.228038197E+00 1.226673007E+00 1.223994285E+00
1.066670514E+01 1.214144584E+00 1.216435448E+00 1.218945613E+00 1.221243323E+00 1.223966497E+00 1.226292617E+00 1.227859493E+00 1.229462704E+00 1.230116636E+00 1.229056403E+00 1.226707619E+00
1.083333839E+01 1.215114515E+00 1.217359872E+00 1.219854733E+00 1.222155480E+00 1.224930362E+00 1.227338281E+00 1.229122057E+00 1.230817271E+00 1.231673903E+00 1.230841672E+00 1.228746245E+00
1.100000000E+01 1.215990284E+00 1.218177946E+00 1.220642635E+00 1.222942882E+00 1.225782381E+00 1.228281360E+00 1.230069999E+00 1.231901377E+00 1.232908758E+00 1.232256937E+00 1.230368418E+00
1.116672606E+01 1.216872920E+00 1.218984711E+00 1.221402030E+00 1.223689407E+00 1.226560209E+00 1.229112656E+00 1.230979511E+00 1.232855306E+00 1.233982060E+00 1.233486459E+00 1.231783503E+00
1.133324570E+01 1.217866072E+00 1.219875732E+00 1.222223606E+00 1.224486292E+00 1.227350281E+00 1.229926094E+00 1.231865703E+00 1.233799047E+00 1.235029571E+00 1.234684996E+00 1.233167139E+00
1.149996187E+01 1.219078571E+00 1.220954591E+00 1.223205082E+00 1.225415797E+00 1.228256272E+00 1.230846853E+00 1.232826515E+00 1.234839904E+00 1.236171025E+00 1.235987704E+00 1.234671351E+00
1.166670514E+01 1.220624536E+00 1.222317413E+00 1.224430840E+00 1.226566212E+00 1.229352233E+00 1.231954078E+00 1.233993908E+00 1.236075137E+00 1.237513310E+00 1.237513349E+00 1.236426968E+00
1.183333839E+01 1.222618004E+00 1.224069077E+00 1.225998749E+00 1.228022877E+00 1.230748576E+00 1.233316388E+00 1.235432779E+00 1.237588107E+00 1.239146377E+00 1.239359014E+00 1.238537037E+00
1.200000000E+01 1.225160380E+00 1.226305580E+00 1.227995228E+00 1.229861105E+00 1.232467337E+00 1.235030305E+00 1.237195317E+00 1.239438202E+00 1.241131939E+00 1.241586998E+00 1.241061876E+00
1.216672606E+01 1.228322006E+00 1.229097712E+00 1.230486508E+00 1.232136464E+00 1.234612022E+00 1.237109466E+00 1.239323892E+00 1.241648423E+00 1.243489136E+00 1.244208786E+00 1.244002915E+00
1.233324570E+01 1.232124060E+00 1.232476965E+00 1.233506587E+00 1.234897388E+00 1.237182815E+00 1.239578372E+00 1.241804747E+00 1.244198890E+00 1.246186452E+00 1.247176179E+00 1.247295268E+00
1.249996187E+01 1.236531021E+00 1.236427241E+00 1.237050355E+00 1.238114661E+00 1.240143978E+00 1.242409311E+00 1.244599902E+00 1.247034093E+00 1.249149480E+00 1.250390532E+00 1.250818840E+00
1.266670514E+01 1.241461766E+00 1.240890922E+00 1.241077521E+00 1.241770507E+00 1.243505843E+00 1.245565572E+00 1.247657895E+00 1.250084031E+00 1.252285822E+00 1.253732027E+00 1.254429546E+00
1.283333839E+01 1.246814711E+00 1.245789069E+00 1.245534745E+00 1.245795375E+00 1.247209715E+00 1.249008882E+00 1.250933421E+00 1.253289341E+00 1.255516366E+00 1.257097306E+00 1.258000197E+00
1.300000000E+01 1.252498418E+00 1.251044886E+00 1.250340191E+00 1.250182624E+00 1.251222768E+00 1.252712149E+00 1.254400948E+00 1.256618232E+00 1.258797301E+00 1.260427059E+00 1.261452896E+00
