Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.181817744E+00 1.304878379E+0 -1.230606350E-01 1.181817744E+00 1.304878379E+0 -1.230606350E-01
1.000000000E+01 295 1.186265437E+00 1.299094937E+0 -1.128295000E-01 1.186265437E+00 1.299094937E+0 -1.128295000E-01
1.000000000E+01 300 1.194004159E+00 1.293686110E+0 -9.968195100E-02 1.194004159E+00 1.293686110E+0 -9.968195100E-02
1.000000000E+01 305 1.192075925E+00 1.288621728E+0 -9.654580300E-02 1.192075925E+00 1.288621728E+0 -9.654580300E-02
1.000000000E+01 310 1.198218533E+00 1.283874640E+0 -8.565610700E-02 1.198218533E+00 1.283874640E+0 -8.565610700E-02
1.000000000E+01 315 1.201277097E+00 1.279420363E+0 -7.814326600E-02 1.201277097E+00 1.279420363E+0 -7.814326600E-02
1.000000000E+01 320 1.204074418E+00 1.275236767E+0 -7.116234900E-02 1.204074418E+00 1.275236767E+0 -7.116234900E-02
1.000000000E+01 325 1.209933534E+00 1.271303814E+0 -6.137028000E-02 1.209933534E+00 1.271303814E+0 -6.137028000E-02
1.000000000E+01 330 1.214860841E+00 1.267603317E+0 -5.274247600E-02 1.214860841E+00 1.267603317E+0 -5.274247600E-02
1.000000000E+01 335 1.218557031E+00 1.264118745E+0 -4.556171400E-02 1.218557031E+00 1.264118745E+0 -4.556171400E-02
1.000000000E+01 340 1.220707890E+00 1.260835039E+0 -4.012714900E-02 1.220707890E+00 1.260835039E+0 -4.012714900E-02
1.016672606E+01 290 1.181984714E+00 1.169367437E+0 1.261727700E-02 1.181984714E+00 1.169367437E+0 1.261727700E-02
1.016672606E+01 295 1.186270709E+00 1.165928763E+0 2.034194600E-02 1.186270709E+00 1.165928763E+0 2.034194600E-02
1.016672606E+01 300 1.194011526E+00 1.162715354E+0 3.129617200E-02 1.194011526E+00 1.162715354E+0 3.129617200E-02
1.016672606E+01 305 1.192085334E+00 1.159708650E+0 3.237668400E-02 1.192085334E+00 1.159708650E+0 3.237668400E-02
1.016672606E+01 310 1.198296863E+00 1.156891992E+0 4.140487100E-02 1.198296863E+00 1.156891992E+0 4.140487100E-02
1.016672606E+01 315 1.201293835E+00 1.154250395E+0 4.704344000E-02 1.201293835E+00 1.154250395E+0 4.704344000E-02
1.016672606E+01 320 1.204096532E+00 1.151770344E+0 5.232618800E-02 1.204096532E+00 1.151770344E+0 5.232618800E-02
1.016672606E+01 325 1.209963075E+00 1.149439631E+0 6.052344400E-02 1.209963075E+00 1.149439631E+0 6.052344400E-02
1.016672606E+01 330 1.214900221E+00 1.147247200E+0 6.765302100E-02 1.214900221E+00 1.147247200E+0 6.765302100E-02
1.016672606E+01 335 1.218609106E+00 1.145183017E+0 7.342608900E-02 1.218609106E+00 1.145183017E+0 7.342608900E-02
1.016672606E+01 340 1.220775379E+00 1.143237966E+0 7.753741300E-02 1.220775379E+00 1.143237966E+0 7.753741300E-02
1.033324570E+01 290 1.182229366E+00 1.093564438E+0 8.866492800E-02 1.182229366E+00 1.093564438E+0 8.866492800E-02
1.033324570E+01 295 1.186278321E+00 1.091553899E+0 9.472442200E-02 1.186278321E+00 1.091553899E+0 9.472442200E-02
1.033324570E+01 300 1.194022212E+00 1.089676263E+0 1.043459490E-01 1.194022212E+00 1.089676263E+0 1.043459490E-01
1.033324570E+01 305 1.192099050E+00 1.087920390E+0 1.041786600E-01 1.192099050E+00 1.087920390E+0 1.041786600E-01
1.033324570E+01 310 1.198411683E+00 1.086276302E+0 1.121353810E-01 1.198411683E+00 1.086276302E+0 1.121353810E-01
1.033324570E+01 315 1.201318477E+00 1.084735038E+0 1.165834390E-01 1.201318477E+00 1.084735038E+0 1.165834390E-01
1.033324570E+01 320 1.204128763E+00 1.083288531E+0 1.208402320E-01 1.204128763E+00 1.083288531E+0 1.208402320E-01
1.033324570E+01 325 1.210006433E+00 1.081929505E+0 1.280769280E-01 1.210006433E+00 1.081929505E+0 1.280769280E-01
1.033324570E+01 330 1.214957880E+00 1.080651382E+0 1.343064980E-01 1.214957880E+00 1.080651382E+0 1.343064980E-01
1.033324570E+01 335 1.218685318E+00 1.079448203E+0 1.392371150E-01 1.218685318E+00 1.079448203E+0 1.392371150E-01
1.033324570E+01 340 1.220875402E+00 1.078314557E+0 1.425608450E-01 1.220875402E+00 1.078314557E+0 1.425608450E-01
1.049996187E+01 290 1.182587548E+00 1.051415062E+0 1.311724860E-01 1.182587548E+00 1.051415062E+0 1.311724860E-01
1.049996187E+01 295 1.186289231E+00 1.050254148E+0 1.360350830E-01 1.186289231E+00 1.050254148E+0 1.360350830E-01
1.049996187E+01 300 1.194037660E+00 1.049170586E+0 1.448670740E-01 1.194037660E+00 1.049170586E+0 1.448670740E-01
1.049996187E+01 305 1.192118971E+00 1.048157799E+0 1.439611720E-01 1.192118971E+00 1.048157799E+0 1.439611720E-01
1.049996187E+01 310 1.198579898E+00 1.047209909E+0 1.513699890E-01 1.198579898E+00 1.047209909E+0 1.513699890E-01
1.049996187E+01 315 1.201354191E+00 1.046321641E+0 1.550325500E-01 1.201354191E+00 1.046321641E+0 1.550325500E-01
1.049996187E+01 320 1.204175625E+00 1.045488256E+0 1.586873690E-01 1.204175625E+00 1.045488256E+0 1.586873690E-01
1.049996187E+01 325 1.210069405E+00 1.044705484E+0 1.653639210E-01 1.210069405E+00 1.044705484E+0 1.653639210E-01
1.049996187E+01 330 1.215041721E+00 1.043969469E+0 1.710722520E-01 1.215041721E+00 1.043969469E+0 1.710722520E-01
1.049996187E+01 335 1.218795443E+00 1.043276724E+0 1.755187190E-01 1.218795443E+00 1.043276724E+0 1.755187190E-01
1.049996187E+01 340 1.221020640E+00 1.042624085E+0 1.783965550E-01 1.221020640E+00 1.042624085E+0 1.783965550E-01
1.066670514E+01 290 1.183111308E+00 1.028148173E+0 1.549631350E-01 1.183111308E+00 1.028148173E+0 1.549631350E-01
1.066670514E+01 295 1.186305004E+00 1.027483764E+0 1.588212400E-01 1.186305004E+00 1.027483764E+0 1.588212400E-01
1.066670514E+01 300 1.194060014E+00 1.026863953E+0 1.671960610E-01 1.194060014E+00 1.026863953E+0 1.671960610E-01
1.066670514E+01 305 1.192147852E+00 1.026284905E+0 1.658629470E-01 1.192147852E+00 1.026284905E+0 1.658629470E-01
1.066670514E+01 310 1.198826111E+00 1.025743191E+0 1.730829200E-01 1.198826111E+00 1.025743191E+0 1.730829200E-01
1.066670514E+01 315 1.201406074E+00 1.025235744E+0 1.761703300E-01 1.201406074E+00 1.025235744E+0 1.761703300E-01
1.066670514E+01 320 1.204243677E+00 1.024759806E+0 1.794838710E-01 1.204243677E+00 1.024759806E+0 1.794838710E-01
1.066670514E+01 325 1.210160669E+00 1.024312898E+0 1.858477710E-01 1.210160669E+00 1.024312898E+0 1.858477710E-01
1.066670514E+01 330 1.215163088E+00 1.023892784E+0 1.912703040E-01 1.215163088E+00 1.023892784E+0 1.912703040E-01
1.066670514E+01 335 1.218955438E+00 1.023497442E+0 1.954579960E-01 1.218955438E+00 1.023497442E+0 1.954579960E-01
1.066670514E+01 340 1.221230428E+00 1.023125041E+0 1.981053870E-01 1.221230428E+00 1.023125041E+0 1.981053870E-01
1.083333839E+01 290 1.183875867E+00 1.015369213E+0 1.685066540E-01 1.183875867E+00 1.015369213E+0 1.685066540E-01
1.083333839E+01 295 1.186327704E+00 1.014991459E+0 1.713362450E-01 1.186327704E+00 1.014991459E+0 1.713362450E-01
1.083333839E+01 300 1.194092398E+00 1.014639245E+0 1.794531530E-01 1.194092398E+00 1.014639245E+0 1.794531530E-01
1.083333839E+01 305 1.192189506E+00 1.014310351E+0 1.778791550E-01 1.192189506E+00 1.014310351E+0 1.778791550E-01
1.083333839E+01 310 1.199186023E+00 1.014002795E+0 1.851832280E-01 1.199186023E+00 1.014002795E+0 1.851832280E-01
1.083333839E+01 315 1.201480765E+00 1.013714804E+0 1.877659610E-01 1.201480765E+00 1.013714804E+0 1.877659610E-01
1.083333839E+01 320 1.204341865E+00 1.013444788E+0 1.908970770E-01 1.204341865E+00 1.013444788E+0 1.908970770E-01
1.083333839E+01 325 1.210292392E+00 1.013191317E+0 1.971010750E-01 1.210292392E+00 1.013191317E+0 1.971010750E-01
1.083333839E+01 330 1.215337656E+00 1.012953105E+0 2.023845510E-01 1.215337656E+00 1.012953105E+0 2.023845510E-01
1.083333839E+01 335 1.219185784E+00 1.012728987E+0 2.064567970E-01 1.219185784E+00 1.012728987E+0 2.064567970E-01
1.083333839E+01 340 1.221532302E+00 1.012517911E+0 2.090143910E-01 1.221532302E+00 1.012517911E+0 2.090143910E-01
1.100000000E+01 290 1.184989113E+00 1.008368100E+0 1.766210130E-01 1.184989113E+00 1.008368100E+0 1.766210130E-01
1.100000000E+01 295 1.186360292E+00 1.008154598E+0 1.782056940E-01 1.186360292E+00 1.008154598E+0 1.782056940E-01
1.100000000E+01 300 1.194138714E+00 1.007955634E+0 1.861830800E-01 1.194138714E+00 1.007955634E+0 1.861830800E-01
1.100000000E+01 305 1.192249205E+00 1.007769933E+0 1.844792720E-01 1.192249205E+00 1.007769933E+0 1.844792720E-01
1.100000000E+01 310 1.199711168E+00 1.007596356E+0 1.921148120E-01 1.199711168E+00 1.007596356E+0 1.921148120E-01
1.100000000E+01 315 1.201587709E+00 1.007433885E+0 1.941538240E-01 1.201587709E+00 1.007433885E+0 1.941538240E-01
1.100000000E+01 320 1.204482246E+00 1.007281608E+0 1.972006380E-01 1.204482246E+00 1.007281608E+0 1.972006380E-01
1.100000000E+01 325 1.210480524E+00 1.007138709E+0 2.033418150E-01 1.210480524E+00 1.007138709E+0 2.033418150E-01
1.100000000E+01 330 1.215587596E+00 1.007004449E+0 2.085831470E-01 1.215587596E+00 1.007004449E+0 2.085831470E-01
1.100000000E+01 335 1.219514593E+00 1.006878164E+0 2.126364290E-01 1.219514593E+00 1.006878164E+0 2.126364290E-01
1.100000000E+01 340 1.221963159E+00 1.006759253E+0 2.152039060E-01 1.221963159E+00 1.006759253E+0 2.152039060E-01
