Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.200510170E+00 1.408261248E+0 -2.077510780E-01 1.200510170E+00 1.408261248E+0 -2.077510780E-01
1.000000000E+01 295 1.209611822E+00 1.400565748E+0 -1.909539260E-01 1.209611822E+00 1.400565748E+0 -1.909539260E-01
1.000000000E+01 300 1.207913109E+00 1.393366916E+0 -1.854538070E-01 1.207913109E+00 1.393366916E+0 -1.854538070E-01
1.000000000E+01 305 1.216783220E+00 1.386624963E+0 -1.698417430E-01 1.216783220E+00 1.386624963E+0 -1.698417430E-01
1.000000000E+01 310 1.215336774E+00 1.380304060E+0 -1.649672860E-01 1.215336774E+00 1.380304060E+0 -1.649672860E-01
1.000000000E+01 315 1.218392723E+00 1.374371874E+0 -1.559791510E-01 1.218392723E+00 1.374371874E+0 -1.559791510E-01
1.000000000E+01 320 1.226679164E+00 1.368799167E+0 -1.421200030E-01 1.226679164E+00 1.368799167E+0 -1.421200030E-01
1.000000000E+01 325 1.229946191E+00 1.363559443E+0 -1.336132520E-01 1.229946191E+00 1.363559443E+0 -1.336132520E-01
1.000000000E+01 330 1.237208407E+00 1.358628648E+0 -1.214202410E-01 1.237208407E+00 1.358628648E+0 -1.214202410E-01
1.000000000E+01 335 1.243768499E+00 1.353984902E+0 -1.102164030E-01 1.243768499E+00 1.353984902E+0 -1.102164030E-01
1.000000000E+01 340 1.244179320E+00 1.349608266E+0 -1.054289460E-01 1.244179320E+00 1.349608266E+0 -1.054289460E-01
1.016672606E+01 290 1.200513313E+00 1.227167744E+0 -2.665443100E-02 1.200513313E+00 1.227167744E+0 -2.665443100E-02
1.016672606E+01 295 1.209615867E+00 1.222570521E+0 -1.295465400E-02 1.209615867E+00 1.222570521E+0 -1.295465400E-02
1.016672606E+01 300 1.207918144E+00 1.218273860E+0 -1.035571600E-02 1.207918144E+00 1.218273860E+0 -1.035571600E-02
1.016672606E+01 305 1.216790168E+00 1.214253067E+0 2.537101000E-03 1.216790168E+00 1.214253067E+0 2.537101000E-03
1.016672606E+01 310 1.215345664E+00 1.210485970E+0 4.859694000E-03 1.215345664E+00 1.210485970E+0 4.859694000E-03
1.016672606E+01 315 1.218404209E+00 1.206952615E+0 1.145159400E-02 1.218404209E+00 1.206952615E+0 1.145159400E-02
1.016672606E+01 320 1.226739363E+00 1.203635005E+0 2.310435800E-02 1.226739363E+00 1.203635005E+0 2.310435800E-02
1.016672606E+01 325 1.229966566E+00 1.200516871E+0 2.944969500E-02 1.229966566E+00 1.200516871E+0 2.944969500E-02
1.016672606E+01 330 1.237235564E+00 1.197583480E+0 3.965208400E-02 1.237235564E+00 1.197583480E+0 3.965208400E-02
