Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.173894512E+00 1.268852349E+0 -9.495783700E-02 1.173894512E+00 1.268852349E+0 -9.495783700E-02
1.000000000E+01 295 1.181572616E+00 1.263741243E+0 -8.216862700E-02 1.181572616E+00 1.263741243E+0 -8.216862700E-02
1.000000000E+01 300 1.186480171E+00 1.258961611E+0 -7.248144000E-02 1.186480171E+00 1.258961611E+0 -7.248144000E-02
1.000000000E+01 305 1.186566795E+00 1.254486709E+0 -6.791991400E-02 1.186566795E+00 1.254486709E+0 -6.791991400E-02
1.000000000E+01 310 1.189055495E+00 1.250292476E+0 -6.123698100E-02 1.189055495E+00 1.250292476E+0 -6.123698100E-02
1.000000000E+01 315 1.192214681E+00 1.246357217E+0 -5.414253600E-02 1.192214681E+00 1.246357217E+0 -5.414253600E-02
1.000000000E+01 320 1.195821210E+00 1.242661330E+0 -4.684012000E-02 1.195821210E+00 1.242661330E+0 -4.684012000E-02
1.000000000E+01 325 1.200305798E+00 1.239187066E+0 -3.888126800E-02 1.200305798E+00 1.239187066E+0 -3.888126800E-02
1.000000000E+01 330 1.203448852E+00 1.235918322E+0 -3.246947000E-02 1.203448852E+00 1.235918322E+0 -3.246947000E-02
1.000000000E+01 335 1.204815328E+00 1.232840459E+0 -2.802513100E-02 1.204815328E+00 1.232840459E+0 -2.802513100E-02
1.000000000E+01 340 1.192129193E+00 1.229940149E+0 -3.781095600E-02 1.192129193E+00 1.229940149E+0 -3.781095600E-02
1.016672606E+01 290 1.173899126E+00 1.149271159E+0 2.462796700E-02 1.173899126E+00 1.149271159E+0 2.462796700E-02
1.016672606E+01 295 1.181579048E+00 1.146237139E+0 3.534190900E-02 1.181579048E+00 1.146237139E+0 3.534190900E-02
1.016672606E+01 300 1.186597726E+00 1.143402011E+0 4.319571500E-02 1.186597726E+00 1.143402011E+0 4.319571500E-02
1.016672606E+01 305 1.186578283E+00 1.140749371E+0 4.582891200E-02 1.186578283E+00 1.140749371E+0 4.582891200E-02
1.016672606E+01 310 1.189118254E+00 1.138264498E+0 5.085375600E-02 1.189118254E+00 1.138264498E+0 5.085375600E-02
1.016672606E+01 315 1.192296883E+00 1.135934153E+0 5.636273000E-02 1.192296883E+00 1.135934153E+0 5.636273000E-02
1.016672606E+01 320 1.195848274E+00 1.133746396E+0 6.210187800E-02 1.195848274E+00 1.133746396E+0 6.210187800E-02
1.016672606E+01 325 1.200342516E+00 1.131690443E+0 6.865207300E-02 1.200342516E+00 1.131690443E+0 6.865207300E-02
1.016672606E+01 330 1.203498095E+00 1.129756527E+0 7.374156800E-02 1.203498095E+00 1.129756527E+0 7.374156800E-02
1.016672606E+01 335 1.204883116E+00 1.127935789E+0 7.694732700E-02 1.204883116E+00 1.127935789E+0 7.694732700E-02
1.016672606E+01 340 1.192345999E+00 1.126220175E+0 6.612582400E-02 1.192345999E+00 1.126220175E+0 6.612582400E-02
