Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.164764845E+00 1.218506185E+0 -5.374134000E-02 1.164764845E+00 1.218506185E+0 -5.374134000E-02
1.000000000E+01 295 1.168416029E+00 1.214340597E+0 -4.592456800E-02 1.168416029E+00 1.214340597E+0 -4.592456800E-02
1.000000000E+01 300 1.168095369E+00 1.210445594E+0 -4.235022500E-02 1.168095369E+00 1.210445594E+0 -4.235022500E-02
1.000000000E+01 305 1.173437835E+00 1.206799292E+0 -3.336145700E-02 1.173437835E+00 1.206799292E+0 -3.336145700E-02
1.000000000E+01 310 1.176395154E+00 1.203382011E+0 -2.698685700E-02 1.176395154E+00 1.203382011E+0 -2.698685700E-02
1.000000000E+01 315 1.176100931E+00 1.200176009E+0 -2.407507800E-02 1.176100931E+00 1.200176009E+0 -2.407507800E-02
1.000000000E+01 320 1.166176702E+00 1.197165262E+0 -3.098856000E-02 1.166176702E+00 1.197165262E+0 -3.098856000E-02
1.000000000E+01 325 1.156788216E+00 1.194335263E+0 -3.754704700E-02 1.156788216E+00 1.194335263E+0 -3.754704700E-02
1.000000000E+01 330 1.137089567E+00 1.191672855E+0 -5.458328800E-02 1.137089567E+00 1.191672855E+0 -5.458328800E-02
1.000000000E+01 335 1.117222618E+00 1.189166080E+0 -7.194346200E-02 1.117222618E+00 1.189166080E+0 -7.194346200E-02
1.000000000E+01 340 1.102870719E+00 1.186804050E+0 -8.393333100E-02 1.102870719E+00 1.186804050E+0 -8.393333100E-02
1.016672606E+01 290 1.164771508E+00 1.121231300E+0 4.354020800E-02 1.164771508E+00 1.121231300E+0 4.354020800E-02
1.016672606E+01 295 1.168509010E+00 1.118763688E+0 4.974532200E-02 1.168509010E+00 1.118763688E+0 4.974532200E-02
1.016672606E+01 300 1.168107895E+00 1.116457979E+0 5.164991600E-02 1.168107895E+00 1.116457979E+0 5.164991600E-02
1.016672606E+01 305 1.173455853E+00 1.114300804E+0 5.915504900E-02 1.173455853E+00 1.114300804E+0 5.915504900E-02
1.016672606E+01 310 1.176434233E+00 1.112280166E+0 6.415406700E-02 1.176434233E+00 1.112280166E+0 6.415406700E-02
1.016672606E+01 315 1.176131280E+00 1.110385277E+0 6.574600300E-02 1.176131280E+00 1.110385277E+0 6.574600300E-02
1.016672606E+01 320 1.166620526E+00 1.108606413E+0 5.801411300E-02 1.166620526E+00 1.108606413E+0 5.801411300E-02
1.016672606E+01 325 1.156837605E+00 1.106934787E+0 4.990281800E-02 1.156837605E+00 1.106934787E+0 4.990281800E-02
1.016672606E+01 330 1.137285503E+00 1.105362446E+0 3.192305700E-02 1.137285503E+00 1.105362446E+0 3.192305700E-02
1.016672606E+01 335 1.117258455E+00 1.103882175E+0 1.337628000E-02 1.117258455E+00 1.103882175E+0 1.337628000E-02
1.016672606E+01 340 1.102911369E+00 1.102487417E+0 4.239520000E-04 1.102911369E+00 1.102487417E+0 4.239520000E-04
1.033324570E+01 290 1.164781174E+00 1.066927169E+0 9.785400500E-02 1.164781174E+00 1.066927169E+0 9.785400500E-02
1.033324570E+01 295 1.168645299E+00 1.065487151E+0 1.031581480E-01 1.168645299E+00 1.065487151E+0 1.031581480E-01
1.033324570E+01 300 1.168126066E+00 1.064142402E+0 1.039836640E-01 1.168126066E+00 1.064142402E+0 1.039836640E-01
1.033324570E+01 305 1.173482096E+00 1.062884930E+0 1.105971660E-01 1.173482096E+00 1.062884930E+0 1.105971660E-01
1.033324570E+01 310 1.176491533E+00 1.061707572E+0 1.147839610E-01 1.176491533E+00 1.061707572E+0 1.147839610E-01
1.033324570E+01 315 1.176175806E+00 1.060603899E+0 1.155719070E-01 1.176175806E+00 1.060603899E+0 1.155719070E-01
1.033324570E+01 320 1.167267193E+00 1.059568127E+0 1.076990660E-01 1.167267193E+00 1.059568127E+0 1.076990660E-01
1.033324570E+01 325 1.156907806E+00 1.058595035E+0 9.831277100E-02 1.156907806E+00 1.058595035E+0 9.831277100E-02
1.033324570E+01 330 1.137570899E+00 1.057679906E+0 7.989099300E-02 1.137570899E+00 1.057679906E+0 7.989099300E-02
1.033324570E+01 335 1.117310923E+00 1.056818466E+0 6.049245700E-02 1.117310923E+00 1.056818466E+0 6.049245700E-02
1.033324570E+01 340 1.102963086E+00 1.056006836E+0 4.695625000E-02 1.102963086E+00 1.056006836E+0 4.695625000E-02
1.049996187E+01 290 1.164795188E+00 1.036764362E+0 1.280308260E-01 1.164795188E+00 1.036764362E+0 1.280308260E-01
1.049996187E+01 295 1.168844928E+00 1.035933699E+0 1.329112290E-01 1.168844928E+00 1.035933699E+0 1.329112290E-01
1.049996187E+01 300 1.168152558E+00 1.035158407E+0 1.329941510E-01 1.168152558E+00 1.035158407E+0 1.329941510E-01
1.049996187E+01 305 1.173520277E+00 1.034433777E+0 1.390865000E-01 1.173520277E+00 1.034433777E+0 1.390865000E-01
1.049996187E+01 310 1.176575537E+00 1.033755598E+0 1.428199390E-01 1.176575537E+00 1.033755598E+0 1.428199390E-01
1.049996187E+01 315 1.176241112E+00 1.033120093E+0 1.431210190E-01 1.176241112E+00 1.033120093E+0 1.431210190E-01
1.049996187E+01 320 1.168205957E+00 1.032523867E+0 1.356820900E-01 1.168205957E+00 1.032523867E+0 1.356820900E-01
1.049996187E+01 325 1.157010155E+00 1.031963864E+0 1.250462910E-01 1.157010155E+00 1.031963864E+0 1.250462910E-01
1.049996187E+01 330 1.137983599E+00 1.031437323E+0 1.065462760E-01 1.137983599E+00 1.031437323E+0 1.065462760E-01
1.049996187E+01 335 1.117397883E+00 1.030941746E+0 8.645613700E-02 1.117397883E+00 1.030941746E+0 8.645613700E-02
1.049996187E+01 340 1.103048228E+00 1.030474868E+0 7.257336000E-02 1.103048228E+00 1.030474868E+0 7.257336000E-02
1.066670514E+01 290 1.164815459E+00 1.020123591E+0 1.446918680E-01 1.164815459E+00 1.020123591E+0 1.446918680E-01
1.066670514E+01 295 1.169137075E+00 1.019648432E+0 1.494886430E-01 1.169137075E+00 1.019648432E+0 1.494886430E-01
1.066670514E+01 300 1.168190961E+00 1.019205176E+0 1.489857850E-01 1.168190961E+00 1.019205176E+0 1.489857850E-01
1.066670514E+01 305 1.173575652E+00 1.018791078E+0 1.547845740E-01 1.173575652E+00 1.018791078E+0 1.547845740E-01
1.066670514E+01 310 1.176698578E+00 1.018403685E+0 1.582948930E-01 1.176698578E+00 1.018403685E+0 1.582948930E-01
1.066670514E+01 315 1.176336825E+00 1.018040802E+0 1.582960230E-01 1.176336825E+00 1.018040802E+0 1.582960230E-01
1.066670514E+01 320 1.169561879E+00 1.017700456E+0 1.518614230E-01 1.169561879E+00 1.017700456E+0 1.518614230E-01
1.066670514E+01 325 1.157158915E+00 1.017380873E+0 1.397780420E-01 1.157158915E+00 1.017380873E+0 1.397780420E-01
1.066670514E+01 330 1.138577313E+00 1.017080454E+0 1.214968590E-01 1.138577313E+00 1.017080454E+0 1.214968590E-01
