Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.193107045E+00 1.350508533E+0 -1.574014880E-01 1.193107045E+00 1.350508533E+0 -1.574014880E-01
1.000000000E+01 295 1.191269329E+00 1.343878085E+0 -1.526087560E-01 1.191269329E+00 1.343878085E+0 -1.526087560E-01
1.000000000E+01 300 1.199771843E+00 1.337676432E+0 -1.379045890E-01 1.199771843E+00 1.337676432E+0 -1.379045890E-01
1.000000000E+01 305 1.208099399E+00 1.331869121E+0 -1.237697220E-01 1.208099399E+00 1.331869121E+0 -1.237697220E-01
1.000000000E+01 310 1.206321498E+00 1.326425139E+0 -1.201036410E-01 1.206321498E+00 1.326425139E+0 -1.201036410E-01
1.000000000E+01 315 1.208766178E+00 1.321316509E+0 -1.125503310E-01 1.208766178E+00 1.321316509E+0 -1.125503310E-01
1.000000000E+01 320 1.211902797E+00 1.316517941E+0 -1.046151440E-01 1.211902797E+00 1.316517941E+0 -1.046151440E-01
1.000000000E+01 325 1.218818651E+00 1.312006523E+0 -9.318787200E-02 1.218818651E+00 1.312006523E+0 -9.318787200E-02
1.000000000E+01 330 1.225061692E+00 1.307761462E+0 -8.269977000E-02 1.225061692E+00 1.307761462E+0 -8.269977000E-02
1.000000000E+01 335 1.230391005E+00 1.303763849E+0 -7.337284400E-02 1.230391005E+00 1.303763849E+0 -7.337284400E-02
1.000000000E+01 340 1.234534190E+00 1.299996457E+0 -6.546226700E-02 1.234534190E+00 1.299996457E+0 -6.546226700E-02
1.016672606E+01 290 1.193110633E+00 1.194855540E+0 -1.744907000E-03 1.193110633E+00 1.194855540E+0 -1.744907000E-03
1.016672606E+01 295 1.191273724E+00 1.190905038E+0 3.686860000E-04 1.191273724E+00 1.190905038E+0 3.686860000E-04
1.016672606E+01 300 1.199777919E+00 1.187213105E+0 1.256481400E-02 1.199777919E+00 1.187213105E+0 1.256481400E-02
1.016672606E+01 305 1.208107862E+00 1.183758462E+0 2.434940000E-02 1.208107862E+00 1.183758462E+0 2.434940000E-02
1.016672606E+01 310 1.206332234E+00 1.180522008E+0 2.581022600E-02 1.206332234E+00 1.180522008E+0 2.581022600E-02
1.016672606E+01 315 1.208780004E+00 1.177486559E+0 3.129344500E-02 1.208780004E+00 1.177486559E+0 3.129344500E-02
1.016672606E+01 320 1.211921014E+00 1.174636614E+0 3.728440000E-02 1.211921014E+00 1.174636614E+0 3.728440000E-02
1.016672606E+01 325 1.218843053E+00 1.171958169E+0 4.688488400E-02 1.218843053E+00 1.171958169E+0 4.688488400E-02
1.016672606E+01 330 1.225094268E+00 1.169438539E+0 5.565572900E-02 1.225094268E+00 1.169438539E+0 5.565572900E-02
1.016672606E+01 335 1.230433547E+00 1.167066214E+0 6.336733300E-02 1.230433547E+00 1.167066214E+0 6.336733300E-02
1.016672606E+01 340 1.234589454E+00 1.164830730E+0 6.975872400E-02 1.234589454E+00 1.164830730E+0 6.975872400E-02
1.033324570E+01 290 1.193115496E+00 1.107685927E+0 8.542956900E-02 1.193115496E+00 1.107685927E+0 8.542956900E-02
1.033324570E+01 295 1.191279922E+00 1.105373637E+0 8.590628500E-02 1.191279922E+00 1.105373637E+0 8.590628500E-02
1.033324570E+01 300 1.199786598E+00 1.103214124E+0 9.657247400E-02 1.199786598E+00 1.103214124E+0 9.657247400E-02
1.033324570E+01 305 1.208120070E+00 1.101194592E+0 1.069254780E-01 1.208120070E+00 1.101194592E+0 1.069254780E-01
1.033324570E+01 310 1.206347832E+00 1.099303575E+0 1.070442570E-01 1.206347832E+00 1.099303575E+0 1.070442570E-01
1.033324570E+01 315 1.208800160E+00 1.097530777E+0 1.112693830E-01 1.208800160E+00 1.097530777E+0 1.112693830E-01
1.033324570E+01 320 1.211947682E+00 1.095866931E+0 1.160807510E-01 1.211947682E+00 1.095866931E+0 1.160807510E-01
1.033324570E+01 325 1.218878699E+00 1.094303674E+0 1.245750250E-01 1.218878699E+00 1.094303674E+0 1.245750250E-01
1.033324570E+01 330 1.225141697E+00 1.092833446E+0 1.323082510E-01 1.225141697E+00 1.092833446E+0 1.323082510E-01
1.033324570E+01 335 1.230496080E+00 1.091449399E+0 1.390466810E-01 1.230496080E+00 1.091449399E+0 1.390466810E-01
1.033324570E+01 340 1.234670313E+00 1.090145313E+0 1.445250000E-01 1.234670313E+00 1.090145313E+0 1.445250000E-01
1.049996187E+01 290 1.193122342E+00 1.059186947E+0 1.339353950E-01 1.193122342E+00 1.059186947E+0 1.339353950E-01
1.049996187E+01 295 1.191288788E+00 1.057851052E+0 1.334377360E-01 1.191288788E+00 1.057851052E+0 1.334377360E-01
1.049996187E+01 300 1.199799177E+00 1.056604143E+0 1.431950340E-01 1.199799177E+00 1.056604143E+0 1.431950340E-01
1.049996187E+01 305 1.208137739E+00 1.055438661E+0 1.526990780E-01 1.208137739E+00 1.055438661E+0 1.526990780E-01
1.049996187E+01 310 1.206370427E+00 1.054347842E+0 1.520225850E-01 1.206370427E+00 1.054347842E+0 1.520225850E-01
1.049996187E+01 315 1.208829503E+00 1.053325620E+0 1.555038830E-01 1.208829503E+00 1.053325620E+0 1.555038830E-01
1.049996187E+01 320 1.211986231E+00 1.052366545E+0 1.596196860E-01 1.211986231E+00 1.052366545E+0 1.596196860E-01
1.049996187E+01 325 1.218930791E+00 1.051465705E+0 1.674650860E-01 1.218930791E+00 1.051465705E+0 1.674650860E-01
1.049996187E+01 330 1.225210721E+00 1.050618666E+0 1.745920550E-01 1.225210721E+00 1.050618666E+0 1.745920550E-01
1.049996187E+01 335 1.230586690E+00 1.049821414E+0 1.807652760E-01 1.230586690E+00 1.049821414E+0 1.807652760E-01
1.049996187E+01 340 1.234788456E+00 1.049070311E+0 1.857181450E-01 1.234788456E+00 1.049070311E+0 1.857181450E-01
1.066670514E+01 290 1.193132107E+00 1.032406471E+0 1.607256360E-01 1.193132107E+00 1.032406471E+0 1.607256360E-01
1.066670514E+01 295 1.191301553E+00 1.031641696E+0 1.596598570E-01 1.191301553E+00 1.031641696E+0 1.596598570E-01
1.066670514E+01 300 1.199817388E+00 1.030928249E+0 1.688891390E-01 1.199817388E+00 1.030928249E+0 1.688891390E-01
1.066670514E+01 305 1.208163396E+00 1.030261717E+0 1.779016790E-01 1.208163396E+00 1.030261717E+0 1.779016790E-01
1.066670514E+01 310 1.206403269E+00 1.029638155E+0 1.767651140E-01 1.206403269E+00 1.029638155E+0 1.767651140E-01
1.066670514E+01 315 1.208872029E+00 1.029054032E+0 1.798179970E-01 1.208872029E+00 1.029054032E+0 1.798179970E-01
1.066670514E+01 320 1.212042173E+00 1.028506175E+0 1.835359980E-01 1.212042173E+00 1.028506175E+0 1.835359980E-01
1.066670514E+01 325 1.219006142E+00 1.027991732E+0 1.910144100E-01 1.219006142E+00 1.027991732E+0 1.910144100E-01
1.066670514E+01 330 1.225310956E+00 1.027508128E+0 1.978028280E-01 1.225310956E+00 1.027508128E+0 1.978028280E-01
1.066670514E+01 335 1.230718098E+00 1.027053038E+0 2.036650600E-01 1.230718098E+00 1.027053038E+0 2.036650600E-01
1.066670514E+01 340 1.234958623E+00 1.026624354E+0 2.083342690E-01 1.234958623E+00 1.026624354E+0 2.083342690E-01
1.083333839E+01 290 1.193146117E+00 1.017695271E+0 1.754508460E-01 1.193146117E+00 1.017695271E+0 1.754508460E-01
1.083333839E+01 295 1.191319925E+00 1.017260388E+0 1.740595370E-01 1.191319925E+00 1.017260388E+0 1.740595370E-01
1.083333839E+01 300 1.199843602E+00 1.016854906E+0 1.829886960E-01 1.199843602E+00 1.016854906E+0 1.829886960E-01
1.083333839E+01 305 1.208200321E+00 1.016476269E+0 1.917240520E-01 1.208200321E+00 1.016476269E+0 1.917240520E-01
1.083333839E+01 310 1.206450633E+00 1.016122196E+0 1.903284370E-01 1.206450633E+00 1.016122196E+0 1.903284370E-01
1.083333839E+01 315 1.208933375E+00 1.015790645E+0 1.931427300E-01 1.208933375E+00 1.015790645E+0 1.931427300E-01
1.083333839E+01 320 1.212122977E+00 1.015479786E+0 1.966431910E-01 1.212122977E+00 1.015479786E+0 1.966431910E-01
1.083333839E+01 325 1.219114736E+00 1.015187975E+0 2.039267610E-01 1.219114736E+00 1.015187975E+0 2.039267610E-01
1.083333839E+01 330 1.225455109E+00 1.014913729E+0 2.105413800E-01 1.225455109E+00 1.014913729E+0 2.105413800E-01
1.083333839E+01 335 1.230907439E+00 1.014655708E+0 2.162517310E-01 1.230907439E+00 1.014655708E+0 2.162517310E-01
1.083333839E+01 340 1.235203707E+00 1.014412703E+0 2.207910040E-01 1.235203707E+00 1.014412703E+0 2.207910040E-01
1.100000000E+01 290 1.193166144E+00 1.009634851E+0 1.835312930E-01 1.193166144E+00 1.009634851E+0 1.835312930E-01
1.100000000E+01 295 1.191346239E+00 1.009389041E+0 1.819571980E-01 1.191346239E+00 1.009389041E+0 1.819571980E-01
1.100000000E+01 300 1.199881182E+00 1.009159970E+0 1.907212120E-01 1.199881182E+00 1.009159970E+0 1.907212120E-01
1.100000000E+01 305 1.208253387E+00 1.008946167E+0 1.993072200E-01 1.208253387E+00 1.008946167E+0 1.993072200E-01
1.100000000E+01 310 1.206518339E+00 1.008746322E+0 1.977720170E-01 1.206518339E+00 1.008746322E+0 1.977720170E-01
1.100000000E+01 315 1.209021220E+00 1.008559264E+0 2.004619560E-01 1.209021220E+00 1.008559264E+0 2.004619560E-01
1.100000000E+01 320 1.212831028E+00 1.008383943E+0 2.044470850E-01 1.212831028E+00 1.008383943E+0 2.044470850E-01
1.100000000E+01 325 1.219269967E+00 1.008219418E+0 2.110505490E-01 1.219269967E+00 1.008219418E+0 2.110505490E-01
1.100000000E+01 330 1.225661250E+00 1.008064839E+0 2.175964110E-01 1.225661250E+00 1.008064839E+0 2.175964110E-01
1.100000000E+01 335 1.231177600E+00 1.007919442E+0 2.232581580E-01 1.231177600E+00 1.007919442E+0 2.232581580E-01
1.100000000E+01 340 1.235553858E+00 1.007782534E+0 2.277713240E-01 1.235553858E+00 1.007782534E+0 2.277713240E-01
1.116672606E+01 290 1.193194565E+00 1.005231669E+0 1.879628960E-01 1.193194565E+00 1.005231669E+0 1.879628960E-01
1.116672606E+01 295 1.191383576E+00 1.005093475E+0 1.862901010E-01 1.191383576E+00 1.005093475E+0 1.862901010E-01
1.116672606E+01 300 1.199934519E+00 1.004964758E+0 1.949697610E-01 1.199934519E+00 1.004964758E+0 1.949697610E-01
1.116672606E+01 305 1.208328440E+00 1.004844679E+0 2.034837610E-01 1.208328440E+00 1.004844679E+0 2.034837610E-01
1.116672606E+01 310 1.206614317E+00 1.004732490E+0 2.018818270E-01 1.206614317E+00 1.004732490E+0 2.018818270E-01
1.116672606E+01 315 1.209145404E+00 1.004627522E+0 2.045178820E-01 1.209145404E+00 1.004627522E+0 2.045178820E-01
1.116672606E+01 320 1.213870943E+00 1.004529177E+0 2.093417660E-01 1.213870943E+00 1.004529177E+0 2.093417660E-01
1.116672606E+01 325 1.219489339E+00 1.004436919E+0 2.150524200E-01 1.219489339E+00 1.004436919E+0 2.150524200E-01
1.116672606E+01 330 1.225952191E+00 1.004350265E+0 2.216019260E-01 1.225952191E+00 1.004350265E+0 2.216019260E-01
1.116672606E+01 335 1.231558767E+00 1.004268780E+0 2.272899870E-01 1.231558767E+00 1.004268780E+0 2.272899870E-01
1.116672606E+01 340 1.236047471E+00 1.004192071E+0 2.318554000E-01 1.236047471E+00 1.004192071E+0 2.318554000E-01
1.133324570E+01 290 1.193234364E+00 1.002836269E+0 1.903980950E-01 1.193234364E+00 1.002836269E+0 1.903980950E-01
1.133324570E+01 295 1.191435819E+00 1.002758878E+0 1.886769410E-01 1.191435819E+00 1.002758878E+0 1.886769410E-01
1.133324570E+01 300 1.200008978E+00 1.002686833E+0 1.973221450E-01 1.200008978E+00 1.002686833E+0 1.973221450E-01
1.133324570E+01 305 1.208433312E+00 1.002619656E+0 2.058136560E-01 1.208433312E+00 1.002619656E+0 2.058136560E-01
1.133324570E+01 310 1.206748147E+00 1.002556921E+0 2.041912260E-01 1.206748147E+00 1.002556921E+0 2.041912260E-01
1.133324570E+01 315 1.209318407E+00 1.002498249E+0 2.068201580E-01 1.209318407E+00 1.002498249E+0 2.068201580E-01
1.133324570E+01 320 1.215372006E+00 1.002443300E+0 2.129287060E-01 1.215372006E+00 1.002443300E+0 2.129287060E-01
1.133324570E+01 325 1.219794232E+00 1.002391771E+0 2.174024610E-01 1.219794232E+00 1.002391771E+0 2.174024610E-01
1.133324570E+01 330 1.226356305E+00 1.002343386E+0 2.240129190E-01 1.226356305E+00 1.002343386E+0 2.240129190E-01
1.133324570E+01 335 1.232087845E+00 1.002297902E+0 2.297899430E-01 1.232087845E+00 1.002297902E+0 2.297899430E-01
1.133324570E+01 340 1.236731841E+00 1.002255094E+0 2.344767470E-01 1.236731841E+00 1.002255094E+0 2.344767470E-01
1.149996187E+01 290 1.193289054E+00 1.001533128E+0 1.917559260E-01 1.193289054E+00 1.001533128E+0 1.917559260E-01
1.149996187E+01 295 1.193018919E+00 1.001490000E+0 1.915289190E-01 1.193018919E+00 1.001490000E+0 1.915289190E-01
1.149996187E+01 300 1.200110977E+00 1.001449872E+0 1.986611050E-01 1.200110977E+00 1.001449872E+0 1.986611050E-01
1.149996187E+01 305 1.208576654E+00 1.001412474E+0 2.071641800E-01 1.208576654E+00 1.001412474E+0 2.071641800E-01
1.149996187E+01 310 1.206930869E+00 1.001377566E+0 2.055533030E-01 1.206930869E+00 1.001377566E+0 2.055533030E-01
1.149996187E+01 315 1.209554272E+00 1.001344932E+0 2.082093400E-01 1.209554272E+00 1.001344932E+0 2.082093400E-01
1.149996187E+01 320 1.217294554E+00 1.001314381E+0 2.159801730E-01 1.217294554E+00 1.001314381E+0 2.159801730E-01
1.149996187E+01 325 1.220208670E+00 1.001285742E+0 2.189229280E-01 1.220208670E+00 1.001285742E+0 2.189229280E-01
1.149996187E+01 330 1.226904719E+00 1.001258860E+0 2.256458590E-01 1.226904719E+00 1.001258860E+0 2.256458590E-01
1.149996187E+01 335 1.232804781E+00 1.001233597E+0 2.315711840E-01 1.232804781E+00 1.001233597E+0 2.315711840E-01
1.149996187E+01 340 1.237657554E+00 1.001209827E+0 2.364477270E-01 1.237657554E+00 1.001209827E+0 2.364477270E-01
1.166670514E+01 290 1.193362233E+00 1.000826890E+0 1.925353430E-01 1.193362233E+00 1.000826890E+0 1.925353430E-01
1.166670514E+01 295 1.197902671E+00 1.000802951E+0 1.970997200E-01 1.197902671E+00 1.000802951E+0 1.970997200E-01
1.166670514E+01 300 1.200246911E+00 1.000780690E+0 1.994662210E-01 1.200246911E+00 1.000780690E+0 1.994662210E-01
1.166670514E+01 305 1.208767138E+00 1.000759954E+0 2.080071840E-01 1.208767138E+00 1.000759954E+0 2.080071840E-01
1.166670514E+01 310 1.207173098E+00 1.000740607E+0 2.064324910E-01 1.207173098E+00 1.000740607E+0 2.064324910E-01
1.166670514E+01 315 1.209866381E+00 1.000722529E+0 2.091438520E-01 1.209866381E+00 1.000722529E+0 2.091438520E-01
1.166670514E+01 320 1.217717178E+00 1.000705611E+0 2.170115670E-01 1.217717178E+00 1.000705611E+0 2.170115670E-01
1.166670514E+01 325 1.220754988E+00 1.000689758E+0 2.200652300E-01 1.220754988E+00 1.000689758E+0 2.200652300E-01
1.166670514E+01 330 1.227626456E+00 1.000674883E+0 2.269515730E-01 1.227626456E+00 1.000674883E+0 2.269515730E-01
1.166670514E+01 335 1.233746644E+00 1.000660908E+0 2.330857360E-01 1.233746644E+00 1.000660908E+0 2.330857360E-01
1.166670514E+01 340 1.238871473E+00 1.000647763E+0 2.382237100E-01 1.238871473E+00 1.000647763E+0 2.382237100E-01
1.183333839E+01 290 1.193456769E+00 1.000445262E+0 1.930115070E-01 1.193456769E+00 1.000445262E+0 1.930115070E-01
1.183333839E+01 295 1.202215667E+00 1.000432018E+0 2.017836490E-01 1.202215667E+00 1.000432018E+0 2.017836490E-01
1.183333839E+01 300 1.200421381E+00 1.000419709E+0 2.000016720E-01 1.200421381E+00 1.000419709E+0 2.000016720E-01
1.183333839E+01 305 1.209011133E+00 1.000408248E+0 2.086028850E-01 1.209011133E+00 1.000408248E+0 2.086028850E-01
1.183333839E+01 310 1.210188294E+00 1.000397560E+0 2.097907340E-01 1.210188294E+00 1.000397560E+0 2.097907340E-01
1.183333839E+01 315 1.213183821E+00 1.000387578E+0 2.127962430E-01 1.213183821E+00 1.000387578E+0 2.127962430E-01
1.183333839E+01 320 1.218253965E+00 1.000378240E+0 2.178757250E-01 1.218253965E+00 1.000378240E+0 2.178757250E-01
1.183333839E+01 325 1.221447362E+00 1.000369493E+0 2.210778690E-01 1.221447362E+00 1.000369493E+0 2.210778690E-01
1.183333839E+01 330 1.228539207E+00 1.000361289E+0 2.281779180E-01 1.228539207E+00 1.000361289E+0 2.281779180E-01
1.183333839E+01 335 1.234935283E+00 1.000353584E+0 2.345816990E-01 1.234935283E+00 1.000353584E+0 2.345816990E-01
1.183333839E+01 340 1.240400246E+00 1.000346338E+0 2.400539080E-01 1.240400246E+00 1.000346338E+0 2.400539080E-01
1.200000000E+01 290 1.193573576E+00 1.000239274E+0 1.933343020E-01 1.193573576E+00 1.000239274E+0 1.933343020E-01
1.200000000E+01 295 1.202382242E+00 1.000231972E+0 2.021502700E-01 1.202382242E+00 1.000231972E+0 2.021502700E-01
1.200000000E+01 300 1.200635320E+00 1.000225189E+0 2.004101310E-01 1.200635320E+00 1.000225189E+0 2.004101310E-01
1.200000000E+01 305 1.209309159E+00 1.000218877E+0 2.090902820E-01 1.209309159E+00 1.000218877E+0 2.090902820E-01
1.200000000E+01 310 1.217255101E+00 1.000212994E+0 2.170421070E-01 1.217255101E+00 1.000212994E+0 2.170421070E-01
1.200000000E+01 315 1.216234794E+00 1.000207501E+0 2.160272930E-01 1.216234794E+00 1.000207501E+0 2.160272930E-01
1.200000000E+01 320 1.218903469E+00 1.000202365E+0 2.187011040E-01 1.218903469E+00 1.000202365E+0 2.187011040E-01
1.200000000E+01 325 1.222282629E+00 1.000197556E+0 2.220850730E-01 1.222282629E+00 1.000197556E+0 2.220850730E-01
1.200000000E+01 330 1.229637496E+00 1.000193047E+0 2.294444490E-01 1.229637496E+00 1.000193047E+0 2.294444490E-01
1.200000000E+01 335 1.236362495E+00 1.000188813E+0 2.361736820E-01 1.236362495E+00 1.000188813E+0 2.361736820E-01
1.200000000E+01 340 1.242231488E+00 1.000184834E+0 2.420466540E-01 1.242231488E+00 1.000184834E+0 2.420466540E-01
1.216672606E+01 290 1.193710167E+00 1.000128309E+0 1.935818580E-01 1.193710167E+00 1.000128309E+0 1.935818580E-01
1.216672606E+01 295 1.202576278E+00 1.000124298E+0 2.024519800E-01 1.202576278E+00 1.000124298E+0 2.024519800E-01
1.216672606E+01 300 1.200883379E+00 1.000120573E+0 2.007628060E-01 1.200883379E+00 1.000120573E+0 2.007628060E-01
1.216672606E+01 305 1.209653323E+00 1.000117109E+0 2.095362140E-01 1.209653323E+00 1.000117109E+0 2.095362140E-01
1.216672606E+01 310 1.218333986E+00 1.000113881E+0 2.182201050E-01 1.218333986E+00 1.000113881E+0 2.182201050E-01
