Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.159576573E+00 1.201686688E+0 -4.211011500E-02 1.159576573E+00 1.201686688E+0 -4.211011500E-02
1.000000000E+01 295 1.156304023E+00 1.197838934E+0 -4.153491100E-02 1.156304023E+00 1.197838934E+0 -4.153491100E-02
1.000000000E+01 300 1.161431919E+00 1.194241224E+0 -3.280930500E-02 1.161431919E+00 1.194241224E+0 -3.280930500E-02
1.000000000E+01 305 1.164895703E+00 1.190873322E+0 -2.597761900E-02 1.164895703E+00 1.190873322E+0 -2.597761900E-02
1.000000000E+01 310 1.164321301E+00 1.187717032E+0 -2.339573100E-02 1.164321301E+00 1.187717032E+0 -2.339573100E-02
1.000000000E+01 315 1.143124363E+00 1.184755954E+0 -4.163159100E-02 1.143124363E+00 1.184755954E+0 -4.163159100E-02
1.000000000E+01 320 1.128516439E+00 1.181975272E+0 -5.345883300E-02 1.128516439E+00 1.181975272E+0 -5.345883300E-02
1.000000000E+01 325 1.109965040E+00 1.179361578E+0 -6.939653800E-02 1.109965040E+00 1.179361578E+0 -6.939653800E-02
1.000000000E+01 330 1.084950398E+00 1.176902710E+0 -9.195231200E-02 1.084950398E+00 1.176902710E+0 -9.195231200E-02
1.000000000E+01 335 1.015437975E+00 1.174587614E+0 -1.591496390E-01 1.015437975E+00 1.174587614E+0 -1.591496390E-01
1.000000000E+01 340 1.006426461E+00 1.172406229E+0 -1.659797680E-01 1.006426461E+00 1.172406229E+0 -1.659797680E-01
1.016672606E+01 290 1.159584743E+00 1.111878498E+0 4.770624500E-02 1.159584743E+00 1.111878498E+0 4.770624500E-02
1.016672606E+01 295 1.156315009E+00 1.109600408E+0 4.671460100E-02 1.156315009E+00 1.109600408E+0 4.671460100E-02
1.016672606E+01 300 1.161448400E+00 1.107471819E+0 5.397658100E-02 1.161448400E+00 1.107471819E+0 5.397658100E-02
1.016672606E+01 305 1.164921547E+00 1.105480383E+0 5.944116400E-02 1.164921547E+00 1.105480383E+0 5.944116400E-02
1.016672606E+01 310 1.164462844E+00 1.103615020E+0 6.084782400E-02 1.164462844E+00 1.103615020E+0 6.084782400E-02
1.016672606E+01 315 1.143301935E+00 1.101865766E+0 4.143616900E-02 1.143301935E+00 1.101865766E+0 4.143616900E-02
1.016672606E+01 320 1.128568302E+00 1.100223638E+0 2.834466400E-02 1.128568302E+00 1.100223638E+0 2.834466400E-02
1.016672606E+01 325 1.110172048E+00 1.098680522E+0 1.149152600E-02 1.110172048E+00 1.098680522E+0 1.149152600E-02
1.016672606E+01 330 1.085911922E+00 1.097229072E+0 -1.131715000E-02 1.085911922E+00 1.097229072E+0 -1.131715000E-02
1.016672606E+01 335 1.015938581E+00 1.095862627E+0 -7.992404600E-02 1.015938581E+00 1.095862627E+0 -7.992404600E-02
1.016672606E+01 340 1.006424691E+00 1.094575130E+0 -8.815043900E-02 1.006424691E+00 1.094575130E+0 -8.815043900E-02
1.033324570E+01 290 1.159596608E+00 1.061757689E+0 9.783891900E-02 1.159596608E+00 1.061757689E+0 9.783891900E-02
1.033324570E+01 295 1.156331008E+00 1.060428643E+0 9.590236500E-02 1.156331008E+00 1.060428643E+0 9.590236500E-02
1.033324570E+01 300 1.161472496E+00 1.059187537E+0 1.022849590E-01 1.161472496E+00 1.059187537E+0 1.022849590E-01
1.033324570E+01 305 1.164958863E+00 1.058026989E+0 1.069318740E-01 1.164958863E+00 1.058026989E+0 1.069318740E-01
